,customer_number,credit_score,num_credit_accounts,oldest_credit_line_age,oldest_account_age_months,total_credit_limit,num_delinquencies_2yrs,num_inquiries_6mo,recent_inquiry_count,num_public_records,num_collections,account_diversity_index
7473,107473,704,12,24.8,297.6,107700.0,0.0,1,1,0,0,0.543
7474,107474,745,10,5.8,69.6,143500.0,0.0,1,1,0,0,0.295
7475,107475,746,5,10.2,122.4,18800.0,0.0,4,4,0,0,0.18
7476,107476,849,12,8.5,102.0,121100.0,0.0,2,2,0,0,0.347
7477,107477,773,12,10.6,127.2,75100.0,0.0,1,1,1,0,0.446
7478,107478,707,7,4.0,48.0,37300.0,0.0,1,1,1,0,0.269
7479,107479,770,1,3.6,43.2,138500.0,0.0,1,1,0,0,0.238
7480,107480,697,9,14.1,169.2,111600.0,0.0,3,3,0,0,0.389
7481,107481,648,10,7.2,86.4,68000.0,0.0,0,0,0,0,0.395
7482,107482,687,7,12.5,150.0,64700.0,0.0,2,2,0,0,0.347
7483,107483,776,3,15.6,187.2,177600.0,0.0,3,3,0,0,0.223
7484,107484,744,7,2.1,25.2,65500.0,0.0,2,2,0,0,0.231
7485,107485,649,9,12.0,144.0,65700.0,0.0,0,0,0,0,0.334
7486,107486,736,9,10.8,129.6,43300.0,0.0,0,0,0,0,0.328
7487,107487,719,5,11.3,135.6,174200.0,0.0,3,3,0,0,0.365
7488,107488,767,4,13.4,160.8,36300.0,0.0,3,3,0,0,0.291
7489,107489,818,12,8.2,98.4,359000.0,0.0,3,3,0,0,0.42
7490,107490,703,8,4.0,48.0,112000.0,0.0,2,2,0,0,0.301
7491,107491,668,3,12.2,146.4,67600.0,,0,0,0,0,0.17
7492,107492,765,5,5.8,69.6,96900.0,0.0,2,2,0,0,0.184
7493,107493,835,18,9.7,116.4,242200.0,0.0,1,1,0,0,0.322
7494,107494,725,11,9.6,115.2,128700.0,0.0,3,3,0,0,0.383
7495,107495,678,7,3.0,36.0,51100.0,0.0,3,3,0,0,0.132
7496,107496,700,14,12.0,144.0,70400.0,0.0,0,0,0,0,0.427
7497,107497,625,2,1.0,12.0,24800.0,0.0,3,3,0,0,0.061
7498,107498,701,7,11.0,132.0,31000.0,0.0,2,2,0,0,0.248
7499,107499,681,5,12.7,152.4,117600.0,0.0,2,2,0,0,0.258
7500,107500,781,9,22.0,264.0,164400.0,0.0,5,5,0,0,0.484
7501,107501,735,5,16.0,192.0,164200.0,0.0,1,1,0,0,0.314
7502,107502,651,4,7.4,88.8,43500.0,0.0,1,1,0,0,0.258
7503,107503,811,5,16.8,201.6,77600.0,0.0,0,0,0,0,0.325
7504,107504,690,3,3.0,36.0,15600.0,0.0,1,1,1,0,0.144
7505,107505,645,5,10.0,120.0,49200.0,0.0,2,2,1,0,0.347
7506,107506,750,14,6.9,82.8,222500.0,0.0,0,0,0,0,0.429
7507,107507,745,2,7.9,94.8,119800.0,0.0,1,1,0,1,0.176
7508,107508,707,2,10.1,121.2,18800.0,0.0,2,2,0,0,0.239
7509,107509,720,12,6.4,76.8,63000.0,0.0,1,1,0,0,0.289
7510,107510,820,13,13.5,162.0,275900.0,0.0,1,1,0,0,0.309
7511,107511,742,15,13.7,164.4,75600.0,0.0,0,0,0,0,0.444
7512,107512,750,12,8.0,96.0,78800.0,0.0,4,4,0,0,0.231
7513,107513,721,12,0.6,7.2,149200.0,0.0,1,1,0,0,0.327
7514,107514,718,11,8.0,96.0,44700.0,0.0,0,0,0,0,0.264
7515,107515,740,8,6.6,79.2,99800.0,0.0,2,2,0,0,0.279
7516,107516,728,10,19.8,237.6,195700.0,0.0,5,5,0,0,0.395
7517,107517,708,8,4.0,48.0,128100.0,0.0,2,2,0,0,0.268
7518,107518,691,0,3.0,36.0,58100.0,1.0,0,0,0,0,0.157
7519,107519,767,19,6.4,76.8,182000.0,0.0,2,2,0,0,0.385
7520,107520,700,8,11.7,140.4,131900.0,0.0,0,0,0,0,0.411
7521,107521,635,15,6.0,72.0,55900.0,0.0,2,2,1,0,0.332
7522,107522,692,12,8.6,103.2,74500.0,0.0,2,2,0,0,0.413
7523,107523,791,4,17.4,208.8,141100.0,0.0,0,0,0,0,0.394
7524,107524,756,8,16.4,196.8,124900.0,0.0,2,2,0,0,0.372
7525,107525,665,14,18.4,220.8,134700.0,0.0,0,0,0,0,0.406
7526,107526,749,3,7.2,86.4,67500.0,0.0,0,0,1,0,0.191
7527,107527,761,15,13.3,159.6,70000.0,0.0,3,3,0,0,0.461
7528,107528,770,9,6.3,75.6,199900.0,0.0,2,2,0,0,0.266
7529,107529,677,6,8.0,96.0,53600.0,0.0,5,5,0,0,0.322
7530,107530,729,16,20.4,244.8,87700.0,0.0,3,3,0,1,0.512
7531,107531,629,12,13.0,156.0,54100.0,0.0,1,1,0,0,0.336
7532,107532,675,15,13.6,163.2,75700.0,0.0,0,0,0,0,0.5
7533,107533,736,3,11.0,132.0,64800.0,0.0,1,1,0,0,0.282
7534,107534,678,3,14.8,177.6,109600.0,0.0,1,1,0,0,0.273
7535,107535,842,12,8.4,100.8,127100.0,0.0,1,1,0,0,0.342
7536,107536,678,7,7.7,92.4,87400.0,0.0,1,1,0,0,0.189
7537,107537,767,10,12.5,150.0,71000.0,0.0,3,3,0,0,0.271
7538,107538,742,9,9.1,109.2,151700.0,0.0,1,1,0,0,0.258
7539,107539,763,6,16.8,201.6,80500.0,0.0,4,4,1,0,0.405
7540,107540,737,7,3.9,46.8,138600.0,0.0,2,2,0,0,0.269
7541,107541,743,5,10.7,128.4,113200.0,0.0,2,2,0,0,0.278
7542,107542,746,7,11.2,134.4,187300.0,0.0,0,0,0,0,0.207
7543,107543,699,4,19.0,228.0,51600.0,0.0,0,0,0,0,0.397
7544,107544,657,12,5.0,60.0,57200.0,1.0,2,2,0,0,0.378
7545,107545,781,13,6.0,72.0,67000.0,0.0,2,2,0,0,0.366
7546,107546,761,2,13.6,163.2,50200.0,0.0,1,1,0,0,0.247
7547,107547,720,12,15.7,188.4,56600.0,0.0,3,3,0,0,0.396
7548,107548,794,10,13.1,157.2,173400.0,0.0,1,1,0,0,0.27
7549,107549,730,0,7.8,93.6,47500.0,0.0,4,4,0,0,0.193
7550,107550,698,14,1.4,16.8,65500.0,0.0,1,1,0,0,0.307
7551,107551,740,18,5.0,60.0,147800.0,0.0,0,0,0,0,0.343
7552,107552,705,3,9.7,116.4,250300.0,0.0,2,2,0,0,0.303
7553,107553,724,9,2.6,31.2,164200.0,0.0,0,0,1,0,0.166
7554,107554,691,3,6.0,72.0,85900.0,0.0,1,1,0,0,0.214
7555,107555,733,14,8.9,106.8,161100.0,0.0,1,1,1,0,0.391
7556,107556,695,6,1.4,16.8,37000.0,0.0,2,2,0,0,0.265
7557,107557,691,0,8.0,96.0,46300.0,0.0,0,0,1,0,0.226
7558,107558,777,15,11.0,132.0,68900.0,0.0,1,1,0,0,0.413
7559,107559,693,3,16.4,196.8,64300.0,0.0,0,0,1,0,0.292
7560,107560,804,8,14.0,168.0,135200.0,0.0,5,5,0,0,0.384
7561,107561,721,16,16.8,201.6,90700.0,0.0,0,0,0,0,0.507
7562,107562,652,6,3.0,36.0,29800.0,0.0,0,0,0,0,0.166
7563,107563,753,9,2.7,32.4,48000.0,0.0,1,1,0,1,0.178
7564,107564,773,20,7.0,84.0,81400.0,0.0,2,2,0,0,0.433
7565,107565,749,12,8.7,104.4,47500.0,0.0,2,2,0,0,0.406
7566,107566,777,8,11.3,135.6,120800.0,0.0,1,1,0,0,0.302
7567,107567,732,2,12.0,144.0,64800.0,0.0,4,4,0,0,0.231
7568,107568,764,16,4.3,51.6,140900.0,0.0,1,1,0,0,0.256
7569,107569,735,8,0.1,1.2,253100.0,0.0,3,3,0,0,0.133
7570,107570,780,15,18.7,224.4,85100.0,0.0,0,0,0,0,0.506
7571,107571,714,3,3.0,36.0,48700.0,0.0,0,0,0,0,0.254
7572,107572,673,11,8.5,102.0,36000.0,0.0,0,0,0,0,0.23
7573,107573,666,11,0.0,0.0,27500.0,0.0,1,1,0,0,0.325
7574,107574,772,10,10.8,129.6,318900.0,0.0,3,3,0,0,0.325
7575,107575,743,4,18.6,223.2,45500.0,0.0,0,0,0,0,0.268
7576,107576,742,7,13.5,162.0,67500.0,0.0,1,1,0,0,0.353
7577,107577,643,11,4.9,58.8,15100.0,0.0,2,2,0,0,0.237
7578,107578,796,16,12.7,152.4,60700.0,0.0,0,0,0,0,0.416
7579,107579,709,8,6.5,78.0,63400.0,0.0,3,3,0,0,0.267
7580,107580,667,7,5.0,60.0,71600.0,0.0,1,1,0,0,0.327
7581,107581,703,8,1.8,21.6,141200.0,0.0,2,2,0,0,0.241
7582,107582,691,9,9.0,108.0,43400.0,0.0,3,3,1,0,0.248
7583,107583,655,9,9.1,109.2,34900.0,0.0,1,1,0,0,0.329
7584,107584,683,10,12.2,146.4,32700.0,0.0,1,1,0,0,0.404
7585,107585,727,5,5.1,61.2,90600.0,0.0,2,2,0,0,0.192
7586,107586,712,17,7.1,85.2,103200.0,0.0,2,2,0,0,0.297
7587,107587,677,5,9.4,112.8,136900.0,0.0,0,0,0,0,0.309
7588,107588,717,15,13.8,165.6,38900.0,0.0,0,0,0,0,0.422
7589,107589,697,8,5.0,60.0,31100.0,0.0,0,0,0,0,0.279
7590,107590,774,14,13.1,157.2,68700.0,0.0,1,1,0,0,0.389
7591,107591,683,10,5.9,70.8,136000.0,0.0,3,3,0,0,0.229
7592,107592,693,5,14.0,168.0,75100.0,0.0,1,1,0,0,0.321
7593,107593,729,5,24.7,296.4,89200.0,0.0,0,0,0,0,0.474
7594,107594,720,14,25.0,300.0,72300.0,0.0,1,1,0,0,0.581
7595,107595,748,15,3.0,36.0,39100.0,0.0,0,0,0,0,0.346
7596,107596,758,14,9.4,112.8,107800.0,0.0,4,4,0,0,0.403
7597,107597,749,12,8.4,100.8,41200.0,0.0,0,0,0,0,0.342
7598,107598,719,11,13.0,156.0,52800.0,0.0,4,4,0,0,0.268
7599,107599,688,11,4.0,48.0,42400.0,0.0,1,1,0,0,0.213
7600,107600,710,15,6.8,81.6,36100.0,0.0,1,1,1,0,0.451
7601,107601,661,13,8.0,96.0,41100.0,0.0,2,2,0,0,0.41
7602,107602,758,15,22.7,272.4,50300.0,0.0,0,0,1,0,0.462
7603,107603,636,6,7.3,87.6,54700.0,0.0,0,0,0,0,0.308
7604,107604,722,14,2.9,34.8,75600.0,0.0,0,0,0,0,0.308
7605,107605,731,8,14.4,172.8,62000.0,0.0,1,1,0,0,0.397
7606,107606,677,14,6.7,80.4,47600.0,0.0,0,0,0,0,0.384
7607,107607,794,5,9.0,108.0,275600.0,0.0,2,2,0,0,0.294
7608,107608,680,3,18.0,216.0,38200.0,0.0,1,1,0,0,0.409
7609,107609,714,9,6.3,75.6,15000.0,0.0,0,0,0,0,0.305
7610,107610,599,13,10.0,120.0,51200.0,0.0,0,0,0,0,0.274
7611,107611,768,14,14.6,175.2,91700.0,0.0,2,2,0,0,0.508
7612,107612,815,3,7.7,92.4,64500.0,0.0,3,3,0,0,0.128
7613,107613,626,5,3.1,37.2,32100.0,0.0,0,0,0,0,0.138
7614,107614,724,10,5.0,60.0,49500.0,0.0,1,1,1,0,0.275
7615,107615,621,17,11.0,132.0,18000.0,0.0,1,1,1,0,0.324
7616,107616,689,11,9.8,117.6,65600.0,0.0,2,2,0,0,0.301
7617,107617,694,11,5.6,67.2,57700.0,0.0,2,2,0,0,0.26
7618,107618,599,13,1.0,12.0,32600.0,0.0,2,2,0,0,0.31
7619,107619,645,8,1.1,13.2,102600.0,0.0,0,0,0,0,0.12
7620,107620,705,9,16.7,200.4,36600.0,0.0,0,0,0,1,0.338
7621,107621,703,4,9.3,111.6,160300.0,0.0,4,4,0,0,0.235
7622,107622,667,8,4.0,48.0,35800.0,0.0,1,1,0,0,0.197
7623,107623,724,10,6.5,78.0,203700.0,0.0,1,1,0,0,0.304
7624,107624,738,6,15.3,183.6,59500.0,0.0,3,3,0,0,0.292
7625,107625,747,12,8.1,97.2,29400.0,0.0,0,0,1,0,0.308
7626,107626,631,2,5.0,60.0,26900.0,0.0,1,1,0,0,0.232
7627,107627,615,9,3.0,36.0,37400.0,0.0,3,3,0,0,0.18
7628,107628,741,11,21.8,261.6,45400.0,0.0,4,4,0,0,0.388
7629,107629,707,10,13.4,160.8,56200.0,0.0,1,1,0,0,0.439
7630,107630,712,8,7.8,93.6,27900.0,0.0,1,1,1,0,0.204
7631,107631,724,10,15.0,180.0,18600.0,0.0,3,3,0,0,0.37
7632,107632,726,23,9.0,108.0,15900.0,0.0,2,2,0,0,0.446
7633,107633,746,14,26.9,322.8,169700.0,0.0,6,6,0,0,0.466
7634,107634,721,19,19.7,236.4,273000.0,0.0,2,2,0,0,0.469
7635,107635,704,4,10.3,123.6,98900.0,0.0,1,1,1,0,0.286
7636,107636,791,6,4.7,56.4,113600.0,0.0,4,4,0,0,0.287
7637,107637,678,15,7.3,87.6,45400.0,0.0,1,1,0,0,0.281
7638,107638,641,11,6.9,82.8,92200.0,0.0,3,3,0,0,0.21
7639,107639,714,10,4.3,51.6,49600.0,0.0,0,0,0,0,0.347
7640,107640,709,10,10.0,120.0,36600.0,0.0,2,2,0,0,0.317
7641,107641,739,15,16.7,200.4,48800.0,0.0,5,5,0,0,0.423
7642,107642,695,7,15.0,180.0,63200.0,0.0,2,2,0,0,0.359
7643,107643,651,14,0.9,10.8,79300.0,0.0,2,2,0,0,0.381
7644,107644,705,3,15.1,181.2,19000.0,0.0,2,2,0,0,0.385
7645,107645,695,4,9.6,115.2,90200.0,0.0,2,2,0,0,0.239
7646,107646,739,10,10.1,121.2,97300.0,0.0,3,3,0,0,0.332
7647,107647,663,13,3.7,44.4,84800.0,0.0,3,3,0,0,0.323
7648,107648,753,12,14.4,172.8,213800.0,0.0,1,1,0,0,0.362
7649,107649,685,0,10.0,120.0,55200.0,0.0,2,2,0,0,0.184
7650,107650,812,9,12.5,150.0,288200.0,0.0,2,2,0,0,0.425
7651,107651,692,12,14.0,168.0,140100.0,0.0,1,1,0,0,0.422
7652,107652,744,13,0.3,3.6,190000.0,0.0,1,1,0,0,0.273
7653,107653,686,9,5.2,62.4,105700.0,0.0,0,0,0,0,0.305
7654,107654,781,12,9.3,111.6,113800.0,0.0,0,0,0,0,0.359
7655,107655,729,3,5.7,68.4,35100.0,0.0,3,3,0,0,0.291
7656,107656,814,13,9.4,112.8,168400.0,0.0,1,1,0,0,0.412
7657,107657,634,5,5.0,60.0,56600.0,0.0,0,0,0,0,0.15
7658,107658,665,6,20.9,250.8,19200.0,0.0,1,1,0,0,0.31
7659,107659,731,1,9.6,115.2,49200.0,0.0,2,2,0,0,0.2
7660,107660,692,6,5.0,60.0,43600.0,0.0,2,2,0,0,0.154
7661,107661,701,12,10.8,129.6,82400.0,0.0,2,2,0,0,0.276
7662,107662,751,8,8.0,96.0,49300.0,0.0,2,2,0,0,0.32
7663,107663,762,12,8.0,96.0,142000.0,0.0,1,1,0,0,0.376
7664,107664,738,8,11.1,133.2,61100.0,0.0,0,0,0,0,0.363
7665,107665,685,19,13.6,163.2,92200.0,0.0,0,0,1,0,0.417
7666,107666,729,1,7.0,84.0,30000.0,0.0,3,3,0,0,0.127
7667,107667,705,12,8.2,98.4,56600.0,0.0,2,2,0,0,0.37
7668,107668,687,1,11.0,132.0,115500.0,0.0,2,2,0,0,0.272
7669,107669,772,6,13.0,156.0,32100.0,0.0,1,1,0,0,0.315
7670,107670,646,6,2.2,26.4,89300.0,0.0,1,1,0,0,0.208
7671,107671,695,8,13.7,164.4,56300.0,1.0,2,2,0,0,0.375
7672,107672,679,15,4.9,58.8,113500.0,0.0,2,2,0,0,0.337
7673,107673,749,5,7.4,88.8,88000.0,0.0,1,1,0,0,0.301
7674,107674,729,7,12.2,146.4,96700.0,0.0,1,1,0,0,0.224
7675,107675,680,8,0.0,0.0,63400.0,0.0,2,2,1,0,0.106
7676,107676,746,11,8.4,100.8,45200.0,0.0,0,0,0,0,0.26
7677,107677,681,9,7.9,94.8,113900.0,0.0,0,0,1,0,0.318
7678,107678,798,3,15.3,183.6,356700.0,,2,2,0,0,0.39
7679,107679,667,14,8.9,106.8,48000.0,0.0,1,1,0,0,0.354
7680,107680,759,8,12.9,154.8,60800.0,0.0,1,1,0,0,0.244
7681,107681,687,10,17.0,204.0,192500.0,0.0,0,0,0,0,0.397
7682,107682,684,7,11.2,134.4,13900.0,0.0,0,0,0,0,0.242
7683,107683,802,12,7.6,91.2,74700.0,0.0,2,2,0,0,0.244
7684,107684,632,3,20.0,240.0,33100.0,0.0,1,1,1,0,0.423
7685,107685,691,11,11.9,142.8,48600.0,0.0,2,2,0,0,0.286
7686,107686,733,8,10.4,124.8,103900.0,0.0,0,0,0,0,0.299
7687,107687,683,7,16.5,198.0,62600.0,0.0,0,0,0,0,0.447
7688,107688,769,7,16.1,193.2,265800.0,0.0,3,3,0,0,0.422
7689,107689,726,10,12.6,151.2,157100.0,0.0,2,2,0,0,0.282
7690,107690,691,10,11.2,134.4,162900.0,0.0,1,1,0,0,0.403
7691,107691,717,15,12.9,154.8,73600.0,1.0,0,0,0,0,0.321
7692,107692,647,11,4.1,49.2,63800.0,0.0,2,2,0,0,0.181
7693,107693,704,9,9.5,114.0,45100.0,0.0,4,4,0,0,0.378
7694,107694,771,11,4.8,57.6,91500.0,0.0,0,0,0,0,0.228
7695,107695,741,14,17.9,214.8,108000.0,0.0,1,1,0,0,0.53
7696,107696,664,2,4.0,48.0,14800.0,0.0,1,1,0,0,0.228
7697,107697,786,2,7.5,90.0,65900.0,0.0,1,1,0,0,0.18
7698,107698,669,18,11.0,132.0,27800.0,0.0,3,3,0,0,0.524
7699,107699,750,10,6.8,81.6,30000.0,0.0,1,1,0,0,0.272
7700,107700,704,6,6.0,72.0,47500.0,0.0,1,1,0,0,0.287
7701,107701,797,10,12.1,145.2,153100.0,0.0,2,2,0,0,0.308
7702,107702,749,16,19.9,238.8,390400.0,0.0,1,1,0,0,0.53
7703,107703,676,10,2.5,30.0,50200.0,0.0,1,1,0,0,0.319
7704,107704,769,14,2.6,31.2,95900.0,0.0,4,4,0,0,0.267
7705,107705,774,10,12.0,144.0,64200.0,0.0,1,1,0,0,0.398
7706,107706,812,17,17.8,213.6,173700.0,0.0,2,2,0,0,0.543
7707,107707,770,6,10.7,128.4,59900.0,0.0,1,1,0,0,0.249
7708,107708,745,13,9.8,117.6,86900.0,0.0,2,2,0,0,0.411
7709,107709,753,14,12.2,146.4,281100.0,0.0,1,1,1,0,0.313
7710,107710,739,6,2.1,25.2,130600.0,0.0,0,0,0,0,0.117
7711,107711,697,7,6.2,74.4,80200.0,0.0,3,3,0,0,0.161
7712,107712,740,15,4.0,48.0,117700.0,0.0,0,0,0,0,0.252
7713,107713,804,10,3.4,40.8,40200.0,0.0,2,2,0,0,0.249
7714,107714,651,10,5.1,61.2,13100.0,0.0,4,4,0,0,0.357
7715,107715,666,3,6.0,72.0,36900.0,0.0,0,0,0,0,0.202
7716,107716,771,15,14.2,170.4,80500.0,0.0,2,2,0,0,0.383
7717,107717,791,13,5.6,67.2,220800.0,0.0,2,2,1,0,0.327
7718,107718,641,7,1.0,12.0,37600.0,0.0,0,0,0,1,0.284
7719,107719,695,12,4.2,50.4,45000.0,0.0,0,0,0,0,0.215
7720,107720,706,11,15.0,180.0,117500.0,0.0,1,1,0,1,0.412
7721,107721,730,11,5.2,62.4,64700.0,0.0,1,1,0,0,0.234
7722,107722,735,11,8.3,99.6,30400.0,0.0,0,0,0,0,0.339
7723,107723,681,10,9.1,109.2,60500.0,0.0,1,1,1,0,0.254
7724,107724,724,8,8.6,103.2,123900.0,0.0,2,2,0,0,0.335
7725,107725,678,5,5.3,63.6,56300.0,1.0,3,3,0,0,0.198
7726,107726,784,15,10.8,129.6,94400.0,0.0,1,1,0,0,0.407
7727,107727,781,12,6.2,74.4,114400.0,0.0,1,1,0,0,0.282
7728,107728,767,20,0.0,0.0,71400.0,0.0,1,1,0,0,0.416
7729,107729,714,10,14.7,176.4,74100.0,0.0,1,1,1,0,0.334
7730,107730,609,2,3.0,36.0,19300.0,0.0,1,1,0,0,0.137
7731,107731,692,9,8.1,97.2,111600.0,0.0,1,1,0,1,0.28
7732,107732,714,12,11.0,132.0,37300.0,0.0,1,1,0,0,0.318
7733,107733,701,18,12.1,145.2,64100.0,0.0,0,0,0,0,0.441
7734,107734,724,4,12.0,144.0,148400.0,0.0,1,1,0,0,0.203
7735,107735,742,9,14.4,172.8,152500.0,0.0,1,1,0,0,0.43
7736,107736,773,3,12.4,148.8,126000.0,0.0,2,2,0,0,0.168
7737,107737,701,8,8.1,97.2,33400.0,0.0,1,1,0,0,0.296
7738,107738,656,13,3.0,36.0,56900.0,0.0,3,3,0,0,0.384
7739,107739,696,19,10.0,120.0,74400.0,0.0,3,3,0,0,0.492
7740,107740,730,18,14.4,172.8,225000.0,0.0,1,1,0,0,0.536
7741,107741,716,5,12.1,145.2,141400.0,0.0,0,0,0,0,0.303
7742,107742,699,14,17.6,211.2,124800.0,0.0,2,2,1,0,0.481
7743,107743,697,7,9.6,115.2,134000.0,0.0,0,0,0,0,0.323
7744,107744,642,5,11.0,132.0,25300.0,0.0,3,3,0,0,0.327
7745,107745,690,4,5.3,63.6,38600.0,0.0,1,1,0,0,0.251
7746,107746,701,7,0.3,3.6,59000.0,0.0,0,0,0,0,0.179
7747,107747,642,11,15.0,180.0,165700.0,0.0,4,4,0,0,0.3
7748,107748,717,7,11.3,135.6,63200.0,0.0,3,3,0,0,0.279
7749,107749,653,17,14.4,172.8,90200.0,0.0,1,1,0,0,0.411
7750,107750,699,7,6.1,73.2,144100.0,0.0,0,0,0,0,0.225
7751,107751,702,18,12.1,145.2,50300.0,0.0,0,0,0,0,0.359
7752,107752,662,9,0.2,2.4,60600.0,0.0,5,5,0,0,0.156
7753,107753,754,17,20.1,241.2,83900.0,0.0,1,1,0,0,0.584
7754,107754,672,9,7.4,88.8,134100.0,0.0,1,1,0,0,0.357
7755,107755,766,8,10.0,120.0,295300.0,0.0,3,3,0,0,0.218
7756,107756,737,14,6.3,75.6,227000.0,0.0,1,1,0,0,0.249
7757,107757,681,10,9.4,112.8,32400.0,0.0,0,0,0,0,0.318
7758,107758,712,2,6.0,72.0,88400.0,0.0,1,1,0,0,0.204
7759,107759,768,6,8.9,106.8,80500.0,0.0,2,2,0,0,0.194
7760,107760,675,6,2.0,24.0,17600.0,0.0,2,2,0,0,0.248
7761,107761,760,13,14.0,168.0,82700.0,0.0,0,0,0,0,0.321
7762,107762,788,7,4.5,54.0,46400.0,1.0,2,2,0,0,0.175
7763,107763,685,10,8.5,102.0,90100.0,,1,1,0,0,0.393
7764,107764,674,5,7.6,91.2,34900.0,0.0,0,0,0,0,0.193
7765,107765,667,10,5.2,62.4,50700.0,0.0,2,2,1,0,0.234
7766,107766,701,3,12.8,153.6,53400.0,0.0,4,4,0,0,0.344
7767,107767,666,15,9.7,116.4,140600.0,0.0,3,3,0,0,0.474
7768,107768,738,8,7.2,86.4,85700.0,0.0,0,0,0,0,0.355
7769,107769,743,13,9.0,108.0,75700.0,0.0,2,2,0,0,0.366
7770,107770,789,10,3.8,45.6,82100.0,0.0,1,1,0,0,0.173
7771,107771,672,0,3.0,36.0,102600.0,0.0,0,0,0,0,0.217
7772,107772,693,14,10.1,121.2,98100.0,0.0,1,1,0,0,0.292
7773,107773,706,16,0.7,8.4,31000.0,0.0,1,1,0,0,0.246
7774,107774,655,11,6.0,72.0,25400.0,0.0,2,2,0,0,0.388
7775,107775,734,11,1.4,16.8,112000.0,1.0,1,1,0,0,0.252
7776,107776,659,10,4.0,48.0,19600.0,0.0,0,0,0,0,0.216
7777,107777,692,14,8.3,99.6,48300.0,0.0,0,0,0,0,0.3
7778,107778,627,22,2.0,24.0,38600.0,0.0,3,3,0,0,0.393
7779,107779,724,12,10.4,124.8,59800.0,0.0,1,1,0,0,0.267
7780,107780,758,12,11.9,142.8,138200.0,0.0,1,1,0,0,0.444
7781,107781,635,5,13.0,156.0,19300.0,0.0,1,1,0,0,0.391
7782,107782,746,9,17.5,210.0,155000.0,0.0,0,0,0,0,0.374
7783,107783,719,5,12.9,154.8,29600.0,0.0,1,1,0,0,0.3
7784,107784,656,12,13.9,166.8,27000.0,0.0,3,3,0,0,0.318
7785,107785,658,4,7.0,84.0,56100.0,0.0,5,5,0,0,0.281
7786,107786,709,3,5.3,63.6,75900.0,0.0,1,1,0,0,0.136
7787,107787,733,17,8.8,105.6,83300.0,0.0,1,1,0,0,0.436
7788,107788,732,2,0.8,9.6,50000.0,0.0,3,3,0,0,0.169
7789,107789,715,16,18.9,226.8,136000.0,0.0,1,1,0,0,0.51
7790,107790,727,3,8.5,102.0,59400.0,0.0,2,2,0,1,0.201
7791,107791,671,7,7.0,84.0,39300.0,0.0,3,3,0,0,0.34
7792,107792,718,2,7.9,94.8,157500.0,0.0,0,0,0,0,0.142
7793,107793,725,17,7.1,85.2,53100.0,0.0,0,0,0,0,0.468
7794,107794,758,5,12.0,144.0,239600.0,0.0,2,2,0,1,0.228
7795,107795,738,16,11.5,138.0,113600.0,0.0,2,2,0,0,0.506
7796,107796,755,7,3.0,36.0,98600.0,0.0,2,2,0,0,0.276
7797,107797,673,9,12.9,154.8,109800.0,0.0,2,2,0,0,0.321
7798,107798,788,6,6.9,82.8,31900.0,0.0,3,3,0,0,0.172
7799,107799,712,6,10.0,120.0,217700.0,0.0,1,1,0,0,0.246
7800,107800,727,13,11.5,138.0,75400.0,0.0,3,3,0,0,0.285
7801,107801,741,12,6.7,80.4,24200.0,0.0,2,2,0,0,0.321
7802,107802,729,15,14.0,168.0,141600.0,0.0,1,1,0,0,0.431
7803,107803,727,14,8.7,104.4,47400.0,0.0,1,1,0,0,0.275
7804,107804,651,14,11.0,132.0,134400.0,0.0,2,2,0,0,0.354
7805,107805,654,17,7.8,93.6,54600.0,0.0,0,0,0,0,0.38
7806,107806,772,4,5.2,62.4,176900.0,0.0,3,3,0,0,0.188
7807,107807,710,7,6.7,80.4,29800.0,0.0,1,1,0,0,0.197
7808,107808,721,12,7.3,87.6,211800.0,0.0,0,0,0,0,0.235
7809,107809,733,10,11.4,136.8,150200.0,0.0,1,1,0,0,0.362
7810,107810,705,8,7.8,93.6,112200.0,0.0,2,2,0,0,0.366
7811,107811,639,0,7.0,84.0,47500.0,0.0,1,1,0,0,0.173
7812,107812,729,18,9.6,115.2,52900.0,0.0,0,0,0,0,0.501
7813,107813,743,10,24.0,288.0,33000.0,0.0,4,4,0,0,0.388
7814,107814,724,10,7.0,84.0,31800.0,0.0,2,2,0,0,0.221
7815,107815,682,7,12.0,144.0,40300.0,0.0,3,3,0,0,0.346
7816,107816,754,13,13.0,156.0,47900.0,0.0,3,3,1,0,0.319
7817,107817,702,6,11.1,133.2,62600.0,0.0,0,0,0,0,0.375
7818,107818,686,14,13.0,156.0,106000.0,0.0,1,1,0,0,0.335
7819,107819,707,6,10.1,121.2,132600.0,0.0,1,1,0,1,0.268
7820,107820,827,9,15.0,180.0,47200.0,0.0,2,2,0,0,0.372
7821,107821,802,1,10.2,122.4,182700.0,0.0,1,1,0,0,0.154
7822,107822,796,13,8.2,98.4,500000.0,0.0,3,3,0,0,0.25
7823,107823,629,15,3.0,36.0,20400.0,0.0,4,4,0,0,0.239
7824,107824,727,10,7.7,92.4,40200.0,0.0,1,1,0,0,0.345
7825,107825,741,3,11.1,133.2,199400.0,0.0,2,2,0,1,0.329
7826,107826,736,10,9.0,108.0,29200.0,0.0,0,0,0,0,0.341
7827,107827,788,11,1.3,15.6,231300.0,0.0,3,3,0,0,0.184
7828,107828,698,9,9.0,108.0,100200.0,0.0,0,0,0,0,0.35
