id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
108280,TX,4.7,61000,1460.0,99.0,92.0,401
108281,OH,4.6,56000,1100.0,87.0,72.0,377
108282,VA,3.6,74000,1590.0,123.0,103.0,795
108283,TX,4.1,61000,1440.0,99.0,80.0,203
108284,WA,5.2,78000,2000.0,148.0,127.0,493
108285,IL,5.0,65000,1690.0,98.0,90.0,792
108286,AZ,4.9,58000,1410.0,112.0,88.0,702
108287,WA,5.2,78000,1680.0,159.0,125.0,682
108288,CA,5.6,75000,1810.0,163.0,122.0,420
108289,VA,3.8,74000,1800.0,128.0,100.0,601
108290,CA,5.8,75000,1600.0,150.0,115.0,149
108291,OH,4.4,56000,1290.0,82.0,73.0,430
108292,IN,4.7,55000,1540.0,100.0,84.0,128
108293,TX,4.5,61000,1400.0,107.0,81.0,243
108294,NY,5.3,72000,1800.0,141.0,113.0,255
108295,CA,5.9,75000,1830.0,153.0,125.0,432
108296,OH,4.7,56000,1510.0,91.0,79.0,866
108297,FL,4.8,55000,1320.0,111.0,90.0,445
108298,IL,5.1,65000,1600.0,102.0,92.0,100
108299,CA,5.6,75000,1900.0,163.0,128.0,511
108300,TN,3.9,53000,1190.0,111.0,83.0,480
108301,OH,4.8,56000,1460.0,80.0,64.0,573
108302,TX,4.3,61000,1370.0,98.0,81.0,303
108303,TX,4.1,61000,1460.0,103.0,83.0,252
108304,CA,5.3,75000,2030.0,161.0,132.0,522
108305,VA,3.6,74000,1750.0,128.0,102.0,162
108306,WA,5.1,78000,2060.0,158.0,123.0,629
108307,AZ,4.1,58000,1280.0,116.0,97.0,630
108308,AZ,4.2,58000,1520.0,117.0,106.0,516
108309,MA,4.6,81000,2290.0,151.0,126.0,524
108310,OH,5.0,56000,1280.0,90.0,77.0,796
108311,NY,5.1,72000,1740.0,136.0,114.0,731
108312,PA,3.8,61000,1500.0,100.0,90.0,696
108313,CA,5.4,75000,1530.0,163.0,125.0,344
108314,FL,4.7,55000,1530.0,116.0,98.0,199
108315,WI,4.4,60000,1490.0,97.0,73.0,936
108316,IL,5.4,65000,1480.0,102.0,87.0,428
108317,NY,4.9,72000,2010.0,136.0,118.0,630
108318,WA,4.8,78000,1880.0,157.0,122.0,442
108319,VA,3.4,74000,1910.0,134.0,110.0,983
108320,TX,4.0,61000,1450.0,102.0,81.0,534
108321,TX,4.3,61000,1250.0,102.0,79.0,409
108322,PA,5.2,61000,1670.0,98.0,88.0,133
108323,CA,5.1,75000,1860.0,167.0,133.0,297
108324,MI,5.1,57000,1250.0,100.0,78.0,516
108325,FL,4.8,55000,1510.0,114.0,100.0,480
108326,AZ,4.5,58000,1440.0,116.0,93.0,449
108327,NC,4.4,54000,1200.0,110.0,88.0,336
108328,CA,5.8,75000,1940.0,172.0,131.0,527
108329,IL,5.0,65000,1450.0,94.0,83.0,748
108330,CA,5.6,75000,1750.0,158.0,127.0,804
108331,CA,5.4,75000,2020.0,162.0,138.0,678
108332,NC,4.2,54000,1270.0,102.0,83.0,484
108333,FL,4.8,55000,1360.0,112.0,86.0,813
108334,TX,4.1,61000,1670.0,108.0,79.0,534
108335,NY,4.8,72000,1610.0,135.0,115.0,137
108336,TX,4.2,61000,1480.0,106.0,79.0,440
108337,FL,4.5,55000,1440.0,122.0,94.0,888
108338,NC,4.5,54000,1220.0,106.0,101.0,545
108339,TX,4.0,61000,1480.0,104.0,94.0,570
108340,GA,4.5,58000,1280.0,105.0,93.0,548
108341,CA,5.2,75000,1750.0,160.0,130.0,579
108342,FL,4.7,55000,1110.0,117.0,103.0,327
108343,FL,4.7,55000,1480.0,118.0,86.0,377
108344,GA,4.4,58000,1290.0,106.0,93.0,378
108345,TN,4.0,53000,1160.0,104.0,85.0,489
108346,TX,4.4,61000,1560.0,104.0,95.0,227
108347,TX,4.2,61000,1370.0,104.0,92.0,772
108348,AZ,4.2,58000,1300.0,114.0,88.0,876
108349,TX,4.1,61000,1430.0,109.0,85.0,419
108350,CA,5.0,75000,1890.0,161.0,125.0,185
108351,AZ,4.8,58000,1470.0,119.0,89.0,426
108352,WI,4.3,60000,1450.0,106.0,91.0,765
108353,NY,4.8,72000,1670.0,150.0,118.0,297
108354,WI,3.6,60000,1640.0,103.0,91.0,928
108355,TX,4.1,61000,1470.0,104.0,87.0,440
108356,MA,4.1,81000,1840.0,142.0,118.0,882
108357,VA,3.9,74000,1530.0,118.0,100.0,120
108358,WA,4.4,78000,1800.0,158.0,122.0,609
108359,NC,3.9,54000,1460.0,100.0,80.0,575
108360,GA,4.2,58000,1530.0,106.0,82.0,526
108361,CA,5.1,75000,2070.0,154.0,123.0,416
108362,TX,4.1,61000,1410.0,103.0,85.0,161
108363,CA,5.7,75000,1850.0,165.0,125.0,647
108364,TX,3.8,61000,1360.0,106.0,88.0,989
108365,FL,5.1,55000,1240.0,121.0,94.0,472
108366,CA,5.6,75000,1850.0,169.0,142.0,255
108367,FL,4.7,55000,1450.0,111.0,95.0,320
108368,TX,4.2,61000,1630.0,113.0,97.0,988
108369,TX,4.0,61000,1330.0,95.0,69.0,398
108370,FL,4.6,55000,1280.0,119.0,87.0,472
108371,IL,5.4,65000,1520.0,99.0,96.0,578
108372,IN,4.5,55000,1290.0,90.0,81.0,452
108373,TX,4.0,61000,1410.0,110.0,95.0,871
108374,CA,5.4,75000,1960.0,164.0,126.0,533
108375,CA,5.8,75000,1610.0,160.0,129.0,550
108376,NY,5.2,72000,1830.0,137.0,113.0,812
108377,TX,4.1,61000,1630.0,105.0,89.0,531
108378,NC,3.9,54000,1210.0,109.0,87.0,839
108379,TN,3.9,53000,1380.0,101.0,76.0,894
108380,TX,4.5,61000,1340.0,109.0,86.0,541
108381,MI,5.3,57000,1310.0,93.0,82.0,369
108382,OH,4.7,56000,1660.0,84.0,79.0,101
108383,AZ,4.8,58000,1390.0,118.0,97.0,892
108384,CA,5.5,75000,1930.0,159.0,121.0,613
108385,TX,4.3,61000,1330.0,112.0,91.0,304
108386,CA,5.3,75000,1870.0,166.0,131.0,526
108387,FL,5.1,55000,1070.0,111.0,83.0,482
108388,MA,4.5,81000,1800.0,142.0,112.0,371
108389,GA,3.9,58000,1280.0,105.0,87.0,363
108390,TX,4.0,61000,1420.0,107.0,86.0,119
108391,IN,4.2,55000,1650.0,101.0,85.0,619
108392,IL,4.5,65000,1440.0,98.0,84.0,316
108393,FL,4.7,55000,1200.0,121.0,102.0,176
108394,TX,4.0,61000,1430.0,105.0,86.0,563
108395,CA,5.2,75000,1790.0,156.0,124.0,337
108396,VA,3.5,74000,1840.0,128.0,105.0,186
108397,AZ,4.6,58000,1580.0,110.0,87.0,159
108398,MO,3.8,55000,1280.0,94.0,68.0,134
108399,IL,5.3,65000,1770.0,100.0,83.0,909
108400,TX,3.7,61000,1630.0,108.0,91.0,974
108401,FL,4.7,55000,1360.0,124.0,91.0,560
108402,TN,4.1,53000,1430.0,107.0,81.0,845
108403,GA,3.9,58000,1310.0,106.0,84.0,355
108404,VA,3.9,74000,1620.0,128.0,111.0,464
108405,FL,5.1,55000,1130.0,117.0,89.0,558
108406,IL,5.3,65000,1750.0,101.0,85.0,622
108407,NC,4.1,54000,1280.0,101.0,79.0,716
108408,NY,5.0,72000,1790.0,143.0,116.0,437
108409,TX,4.4,61000,1670.0,108.0,90.0,313
108410,FL,4.8,55000,1470.0,109.0,92.0,720
108411,TX,3.6,61000,1420.0,98.0,77.0,124
108412,IL,4.8,65000,1500.0,104.0,90.0,535
108413,MI,5.3,57000,1140.0,89.0,77.0,404
108414,FL,4.8,55000,1160.0,112.0,95.0,875
108415,IL,5.3,65000,1600.0,95.0,81.0,510
108416,GA,3.7,58000,1370.0,105.0,86.0,150
108417,AZ,4.5,58000,1430.0,115.0,92.0,629
108418,MO,4.3,55000,1170.0,92.0,75.0,852
108419,FL,5.0,55000,1220.0,106.0,89.0,930
108420,CA,5.8,75000,1760.0,167.0,129.0,930
108421,TX,3.9,61000,1430.0,114.0,99.0,937
108422,FL,4.4,55000,1280.0,110.0,87.0,255
108423,MO,4.1,55000,1260.0,85.0,68.0,470
108424,FL,4.6,55000,1150.0,114.0,102.0,519
108425,FL,4.9,55000,1390.0,116.0,90.0,164
108426,CA,5.3,75000,1750.0,161.0,119.0,361
108427,VA,2.9,74000,1860.0,132.0,108.0,154
108428,CA,4.8,75000,1960.0,155.0,127.0,606
108429,MO,4.1,55000,1390.0,95.0,77.0,447
108430,NY,4.9,72000,1520.0,139.0,114.0,441
108431,GA,5.0,58000,1620.0,101.0,83.0,864
108432,NY,5.3,72000,1660.0,148.0,115.0,147
108433,TX,4.5,61000,1580.0,111.0,99.0,626
108434,MO,3.8,55000,1400.0,98.0,78.0,485
108435,TN,4.0,53000,1130.0,100.0,73.0,435
108436,FL,4.9,55000,1200.0,107.0,87.0,886
108437,NJ,5.4,82000,1820.0,137.0,121.0,685
108438,IN,3.9,55000,1120.0,97.0,82.0,254
108439,NY,4.4,72000,1490.0,138.0,112.0,944
108440,NC,4.2,54000,1170.0,115.0,91.0,236
108441,MO,4.1,55000,1170.0,100.0,84.0,529
108442,OH,4.6,56000,1390.0,92.0,71.0,732
108443,IL,5.5,65000,1470.0,111.0,92.0,437
108444,TX,4.1,61000,1470.0,104.0,95.0,731
108445,FL,4.9,55000,1400.0,114.0,92.0,566
108446,AZ,5.0,58000,1270.0,114.0,92.0,637
108447,NC,4.7,54000,1140.0,111.0,94.0,249
108448,TX,4.1,61000,1550.0,114.0,98.0,993
108449,MO,3.9,55000,1180.0,89.0,78.0,173
108450,IL,5.0,65000,1540.0,108.0,94.0,712
108451,AZ,4.4,58000,1240.0,116.0,91.0,272
108452,NY,5.1,72000,1650.0,138.0,112.0,959
108453,TX,4.3,61000,1540.0,105.0,93.0,964
108454,CA,5.9,75000,1750.0,162.0,123.0,145
108455,FL,5.1,55000,1380.0,108.0,80.0,814
108456,WA,4.9,78000,1810.0,155.0,121.0,967
108457,GA,4.3,58000,1490.0,103.0,82.0,320
108458,IN,4.5,55000,1300.0,93.0,77.0,922
108459,AZ,5.2,58000,1350.0,107.0,90.0,435
108460,PA,4.5,61000,1460.0,97.0,92.0,122
108461,NY,5.5,72000,1710.0,142.0,116.0,716
108462,CA,5.5,75000,1710.0,163.0,133.0,594
108463,CA,5.8,75000,1770.0,167.0,123.0,451
108464,GA,4.3,58000,1440.0,102.0,86.0,313
108465,CA,5.8,75000,1810.0,152.0,119.0,494
108466,TX,3.9,61000,1390.0,101.0,83.0,973
108467,PA,4.8,61000,1580.0,106.0,88.0,827
108468,TX,4.2,61000,1250.0,105.0,82.0,791
108469,IL,5.5,65000,1510.0,104.0,86.0,570
108470,NY,5.1,72000,1590.0,137.0,105.0,648
108471,TX,4.3,61000,1560.0,106.0,84.0,479
108472,FL,4.2,55000,1280.0,120.0,95.0,713
108473,TX,4.6,61000,1430.0,112.0,90.0,696
108474,NY,4.9,72000,1450.0,135.0,108.0,256
108475,TX,4.2,61000,1280.0,103.0,89.0,640
108476,IN,4.4,55000,1290.0,97.0,79.0,578
108477,CA,5.4,75000,1410.0,160.0,129.0,816
108478,FL,4.9,55000,1580.0,125.0,95.0,375
108479,CA,5.2,75000,1560.0,157.0,123.0,564
108480,TX,4.3,61000,1630.0,106.0,86.0,609
108481,MD,4.1,84000,2010.0,126.0,105.0,373
108482,TX,4.3,61000,1470.0,103.0,82.0,774
108483,TX,4.1,61000,1390.0,100.0,84.0,231
108484,MD,3.9,84000,2040.0,128.0,100.0,481
108485,MI,6.0,57000,1290.0,91.0,82.0,138
108486,MD,5.0,84000,2150.0,144.0,112.0,556
108487,MA,4.0,81000,1950.0,151.0,123.0,269
108488,IL,5.2,65000,1520.0,101.0,88.0,576
108489,WI,4.5,60000,1530.0,101.0,90.0,867
108490,NC,4.4,54000,1170.0,115.0,86.0,361
108491,NJ,5.1,82000,2230.0,139.0,113.0,797
108492,CA,5.1,75000,1870.0,162.0,130.0,169
108493,TX,4.0,61000,1360.0,103.0,94.0,501
108494,TX,3.8,61000,1650.0,99.0,81.0,561
108495,FL,4.5,55000,1520.0,114.0,94.0,792
108496,MD,4.2,84000,2170.0,130.0,110.0,338
108497,TX,4.2,61000,1540.0,97.0,84.0,248
108498,NJ,5.5,82000,2180.0,139.0,109.0,395
108499,TX,4.3,61000,1720.0,105.0,85.0,351
108500,CA,5.5,75000,1750.0,163.0,125.0,752
108501,MI,5.7,57000,1260.0,89.0,72.0,489
108502,CA,5.6,75000,1950.0,161.0,117.0,684
108503,GA,3.8,58000,1210.0,103.0,90.0,719
108504,WA,5.6,78000,1770.0,146.0,115.0,650
108505,CA,5.3,75000,1620.0,160.0,129.0,775
108506,VA,3.4,74000,1710.0,126.0,112.0,959
108507,FL,4.9,55000,1520.0,115.0,100.0,962
108508,CA,5.1,75000,1790.0,157.0,128.0,176
108509,AZ,4.2,58000,1090.0,123.0,92.0,447
108510,GA,3.7,58000,1490.0,101.0,84.0,921
108511,IL,5.3,65000,1460.0,102.0,88.0,845
108512,CA,5.4,75000,1600.0,164.0,134.0,425
108513,CA,5.1,75000,1980.0,166.0,124.0,218
108514,MO,4.8,55000,1460.0,90.0,73.0,717
108515,FL,4.8,55000,1450.0,118.0,96.0,356
108516,PA,4.3,61000,1550.0,100.0,85.0,120
108517,GA,4.1,58000,1370.0,101.0,81.0,993
108518,PA,3.6,61000,1460.0,98.0,88.0,977
108519,MA,3.9,81000,1740.0,141.0,114.0,264
108520,MD,4.2,84000,2390.0,134.0,114.0,787
108521,IL,5.1,65000,1470.0,110.0,86.0,777
108522,IL,5.3,65000,1530.0,101.0,80.0,273
108523,FL,4.5,55000,1630.0,112.0,90.0,532
108524,NC,3.7,54000,1380.0,111.0,90.0,609
108525,FL,4.9,55000,1210.0,124.0,86.0,723
108526,CA,4.8,75000,1730.0,160.0,131.0,561
108527,IL,5.0,65000,1570.0,97.0,89.0,384
108528,CA,6.1,75000,1710.0,156.0,114.0,373
108529,MA,4.4,81000,1750.0,141.0,120.0,425
108530,GA,4.0,58000,1420.0,104.0,82.0,914
108531,GA,4.0,58000,1210.0,112.0,90.0,319
108532,FL,5.2,55000,1320.0,111.0,86.0,862
108533,NY,5.0,72000,1660.0,144.0,111.0,687
108534,CA,5.5,75000,1960.0,167.0,132.0,950
108535,FL,4.5,55000,1470.0,118.0,93.0,923
108536,TX,4.1,61000,1560.0,100.0,82.0,350
108537,TX,4.1,61000,1330.0,102.0,83.0,164
108538,MO,4.5,55000,1140.0,95.0,85.0,210
108539,NJ,5.5,82000,1750.0,138.0,116.0,799
108540,IL,4.9,65000,1280.0,103.0,91.0,576
108541,IN,4.0,55000,1140.0,98.0,77.0,971
108542,TN,3.4,53000,1290.0,105.0,87.0,568
108543,NC,4.3,54000,1250.0,123.0,101.0,813
108544,MD,5.0,84000,2160.0,119.0,100.0,266
108545,NY,4.3,72000,1590.0,144.0,117.0,130
108546,WI,3.9,60000,1470.0,95.0,80.0,265
108547,OH,4.8,56000,1420.0,93.0,83.0,130
108548,CA,5.4,75000,1890.0,165.0,129.0,275
108549,MA,4.0,81000,1830.0,147.0,128.0,418
108550,NY,5.2,72000,1410.0,148.0,119.0,153
108551,OH,4.9,56000,1280.0,93.0,80.0,754
108552,FL,5.3,55000,1380.0,125.0,106.0,389
108553,FL,4.7,55000,1400.0,115.0,104.0,916
108554,WA,5.1,78000,2120.0,160.0,127.0,617
108555,VA,3.6,74000,1650.0,117.0,101.0,480
108556,MI,5.8,57000,1350.0,92.0,77.0,625
108557,PA,4.2,61000,1700.0,92.0,78.0,829
108558,FL,4.5,55000,1300.0,110.0,101.0,248
108559,MD,4.4,84000,2030.0,116.0,104.0,659
108560,TX,4.2,61000,1380.0,101.0,84.0,929
108561,TX,4.4,61000,1300.0,105.0,80.0,382
108562,MI,5.4,57000,1470.0,87.0,70.0,920
108563,TN,4.3,53000,1320.0,102.0,84.0,795
108564,NJ,5.0,82000,1810.0,133.0,104.0,581
108565,PA,4.0,61000,1480.0,88.0,73.0,506
108566,OH,4.8,56000,1450.0,93.0,76.0,951
108567,VA,3.3,74000,1980.0,124.0,107.0,129
108568,TX,4.0,61000,1330.0,101.0,89.0,521
108569,MD,4.1,84000,1910.0,127.0,111.0,759
108570,NJ,5.0,82000,1800.0,139.0,115.0,997
108571,FL,4.6,55000,1260.0,116.0,95.0,976
108572,IL,5.0,65000,1480.0,106.0,95.0,137
108573,NY,4.8,72000,1830.0,137.0,113.0,673
108574,TX,4.4,61000,1460.0,113.0,85.0,805
108575,NJ,4.8,82000,1980.0,136.0,118.0,123
108576,FL,4.9,55000,1490.0,118.0,87.0,953
108577,CA,6.0,75000,1790.0,163.0,130.0,517
108578,PA,4.6,61000,1430.0,98.0,81.0,962
108579,PA,4.6,61000,1680.0,97.0,78.0,665
108580,PA,4.3,61000,1590.0,98.0,82.0,998
108581,TX,4.3,61000,1460.0,99.0,76.0,487
108582,MO,4.4,55000,1300.0,103.0,83.0,612
108583,TN,4.4,53000,1250.0,107.0,86.0,267
108584,CA,5.3,75000,2400.0,148.0,113.0,284
108585,AZ,4.2,58000,1420.0,107.0,86.0,405
108586,CA,5.5,75000,1730.0,165.0,130.0,309
108587,AZ,4.7,58000,1610.0,119.0,90.0,950
108588,CA,5.9,75000,1630.0,154.0,114.0,641
108589,FL,4.9,55000,1260.0,102.0,77.0,496
108590,NC,4.2,54000,1170.0,110.0,85.0,113
108591,OH,4.6,56000,1400.0,94.0,81.0,954
108592,MA,3.9,81000,1710.0,150.0,125.0,845
108593,TX,3.6,61000,1740.0,105.0,88.0,638
108594,MO,4.3,55000,1430.0,93.0,79.0,939
108595,GA,4.3,58000,1650.0,112.0,88.0,613
108596,NY,4.8,72000,1720.0,138.0,114.0,562
108597,PA,4.6,61000,1610.0,94.0,83.0,803
108598,FL,4.4,55000,1400.0,117.0,96.0,358
108599,FL,5.1,55000,1340.0,119.0,91.0,687
108600,MI,6.0,57000,1450.0,92.0,76.0,188
108601,WA,5.6,78000,1670.0,149.0,123.0,474
108602,VA,4.2,74000,1750.0,128.0,111.0,382
108603,GA,4.4,58000,1400.0,106.0,83.0,705
108604,NY,5.2,72000,1480.0,141.0,110.0,509
108605,CA,6.1,75000,1880.0,155.0,126.0,911
108606,NY,5.3,72000,1380.0,144.0,115.0,670
108607,TX,4.2,61000,1550.0,101.0,86.0,279
108608,CA,6.1,75000,1970.0,154.0,116.0,833
108609,FL,5.2,55000,1310.0,120.0,90.0,525
108610,OH,5.0,56000,1230.0,99.0,83.0,404
108611,FL,4.7,55000,1310.0,112.0,89.0,705
108612,WA,4.4,78000,1590.0,150.0,117.0,656
108613,MI,5.6,57000,1350.0,84.0,75.0,548
108614,TX,3.6,61000,1430.0,105.0,90.0,676
108615,MD,4.8,84000,2130.0,134.0,123.0,850
108616,NY,4.9,72000,1440.0,133.0,119.0,841
108617,MI,5.1,57000,1400.0,102.0,87.0,359
108618,MI,5.7,57000,1340.0,96.0,60.0,702
108619,PA,4.7,61000,1460.0,104.0,89.0,966
108620,TN,3.9,53000,1280.0,105.0,86.0,655
108621,TX,4.0,61000,1220.0,103.0,87.0,934
108622,TN,4.4,53000,1390.0,103.0,87.0,700
108623,FL,4.6,55000,1450.0,121.0,98.0,994
108624,IL,4.9,65000,1630.0,94.0,83.0,478
108625,NY,5.0,72000,1500.0,138.0,110.0,647
108626,MI,5.7,57000,1490.0,93.0,83.0,299
108627,CA,5.7,75000,1810.0,150.0,126.0,490
108628,GA,3.7,58000,1510.0,104.0,85.0,163
108629,AZ,5.3,58000,1340.0,116.0,97.0,824
108630,CA,5.7,75000,1830.0,163.0,130.0,207
108631,WI,4.4,60000,1350.0,99.0,81.0,566
108632,IN,4.4,55000,1340.0,92.0,80.0,370
108633,NJ,5.4,82000,2080.0,137.0,115.0,576
108634,MI,5.3,57000,1360.0,93.0,83.0,252
108635,MD,4.3,84000,1870.0,122.0,106.0,756
108636,CA,5.2,75000,2130.0,154.0,120.0,861
108637,TX,4.3,61000,1340.0,98.0,83.0,575
108638,TX,4.5,61000,1320.0,114.0,97.0,628
108639,CA,5.9,75000,1580.0,158.0,124.0,259
108640,OH,5.3,56000,1210.0,87.0,76.0,990
108641,MO,4.4,55000,1310.0,99.0,72.0,259
108642,MD,4.4,84000,2090.0,129.0,111.0,310
108643,IL,5.0,65000,1660.0,99.0,91.0,335
108644,NJ,5.1,82000,2350.0,136.0,105.0,329
108645,MI,5.5,57000,1230.0,91.0,77.0,370
108646,IL,5.6,65000,1530.0,104.0,87.0,158
108647,NY,4.9,72000,1850.0,142.0,109.0,758
108648,FL,4.3,55000,1200.0,114.0,89.0,409
108649,AZ,4.7,58000,1210.0,118.0,87.0,966
108650,IL,4.9,65000,1620.0,107.0,90.0,197
108651,PA,4.4,61000,1290.0,94.0,78.0,179
108652,WI,4.1,60000,1570.0,105.0,83.0,327
108653,GA,4.6,58000,1390.0,104.0,85.0,272
108654,MO,4.6,55000,1470.0,95.0,83.0,680
108655,CA,5.3,75000,1830.0,163.0,133.0,773
108656,CA,5.8,75000,1630.0,163.0,120.0,268
108657,TX,4.1,61000,1340.0,107.0,94.0,790
108658,FL,4.5,55000,1240.0,116.0,83.0,255
108659,NJ,5.0,82000,2010.0,135.0,118.0,869
108660,NC,4.6,54000,1330.0,103.0,86.0,900
108661,OH,4.6,56000,1110.0,89.0,77.0,121
108662,WI,4.5,60000,1470.0,94.0,78.0,212
108663,TX,4.4,61000,1390.0,103.0,91.0,627
108664,IL,4.8,65000,1510.0,95.0,85.0,531
108665,AZ,4.8,58000,1320.0,121.0,92.0,975
108666,GA,3.9,58000,1370.0,111.0,86.0,746
108667,NC,3.5,54000,1450.0,111.0,91.0,168
108668,NY,5.2,72000,1620.0,148.0,114.0,721
108669,NY,4.8,72000,1730.0,137.0,111.0,580
108670,NJ,4.8,82000,1990.0,130.0,108.0,477
108671,NY,4.7,72000,1680.0,142.0,112.0,370
108672,TX,3.9,61000,1610.0,103.0,97.0,265
108673,GA,3.9,58000,1320.0,103.0,78.0,422
108674,MO,4.1,55000,1250.0,88.0,77.0,451
108675,GA,4.1,58000,1440.0,102.0,93.0,160
108676,CA,5.6,75000,1850.0,157.0,118.0,817
108677,AZ,4.4,58000,1520.0,110.0,81.0,139
108678,NY,5.4,72000,1620.0,138.0,120.0,432
108679,CA,5.8,75000,1730.0,155.0,123.0,690
108680,NY,4.6,72000,1500.0,138.0,106.0,145
108681,MD,4.6,84000,1890.0,129.0,108.0,451
108682,WI,4.2,60000,1420.0,94.0,73.0,349
108683,NC,4.4,54000,1280.0,110.0,78.0,800
108684,TX,4.0,61000,1470.0,100.0,90.0,484
108685,TX,4.2,61000,1470.0,102.0,88.0,865
108686,CA,5.1,75000,1930.0,159.0,124.0,303
108687,TN,4.3,53000,1210.0,103.0,83.0,963
108688,TN,4.1,53000,1230.0,98.0,82.0,984
108689,OH,5.3,56000,1140.0,91.0,77.0,135
108690,IL,5.3,65000,1720.0,92.0,83.0,916
108691,CA,5.5,75000,1640.0,160.0,119.0,188
108692,NY,5.0,72000,1670.0,137.0,102.0,620
108693,FL,5.0,55000,1380.0,119.0,95.0,753
108694,NC,4.1,54000,1280.0,109.0,97.0,567
108695,TX,4.0,61000,1640.0,107.0,87.0,645
108696,MA,4.5,81000,2010.0,151.0,126.0,492
108697,MD,4.8,84000,2090.0,137.0,118.0,686
108698,NC,4.4,54000,1090.0,111.0,89.0,620
108699,NY,5.2,72000,1890.0,143.0,117.0,761
108700,IN,4.5,55000,1150.0,104.0,81.0,950
108701,MD,4.6,84000,1950.0,130.0,113.0,338
108702,TX,4.4,61000,1290.0,109.0,84.0,987
108703,PA,4.6,61000,1420.0,93.0,84.0,883
108704,TN,3.8,53000,1260.0,98.0,80.0,190
108705,MI,5.9,57000,1320.0,87.0,67.0,752
108706,OH,4.6,56000,1410.0,85.0,72.0,367
108707,MI,5.8,57000,1560.0,94.0,79.0,544
108708,IN,4.0,55000,1230.0,89.0,78.0,327
108709,MD,4.4,84000,2080.0,125.0,106.0,469
108710,CA,5.5,75000,2040.0,165.0,138.0,478
108711,CA,5.3,75000,1730.0,165.0,130.0,912
108712,IN,4.1,55000,1320.0,95.0,84.0,241
108713,TX,4.2,61000,1530.0,107.0,88.0,758
108714,NJ,4.7,82000,1840.0,135.0,110.0,871
108715,NY,5.2,72000,1740.0,131.0,104.0,774
108716,CA,5.5,75000,1840.0,163.0,118.0,133
108717,FL,4.9,55000,1210.0,129.0,102.0,459
108718,CA,6.1,75000,1940.0,159.0,122.0,582
108719,NY,4.8,72000,1850.0,154.0,115.0,467
108720,TN,4.4,53000,1220.0,104.0,78.0,458
108721,MI,5.4,57000,1320.0,93.0,86.0,925
108722,IN,4.5,55000,1220.0,97.0,72.0,626
108723,CA,4.9,75000,1980.0,155.0,124.0,988
108724,FL,5.1,55000,1160.0,119.0,96.0,464
108725,CA,5.2,75000,1790.0,163.0,127.0,554
108726,CA,5.7,75000,1540.0,163.0,127.0,972
108727,TN,3.9,53000,1260.0,104.0,86.0,843
108728,TX,4.1,61000,1430.0,110.0,93.0,524
108729,MA,4.2,81000,1880.0,139.0,121.0,175
108730,PA,4.4,61000,1430.0,93.0,78.0,856
108731,CA,5.8,75000,2150.0,166.0,120.0,275
108732,CA,5.5,75000,1690.0,165.0,133.0,589
108733,MI,5.5,57000,1250.0,93.0,84.0,201
108734,CA,5.5,75000,1660.0,162.0,131.0,357
108735,AZ,4.2,58000,1250.0,104.0,85.0,626
108736,VA,3.9,74000,1710.0,128.0,109.0,719
108737,OH,4.9,56000,1330.0,89.0,76.0,242
108738,TX,4.0,61000,1370.0,104.0,86.0,272
108739,TX,4.3,61000,1500.0,95.0,86.0,993
108740,TX,4.3,61000,1420.0,107.0,100.0,978
108741,AZ,4.7,58000,1220.0,119.0,85.0,711
108742,TX,4.1,61000,1420.0,100.0,82.0,634
108743,MA,4.6,81000,1890.0,146.0,114.0,513
108744,WI,4.3,60000,1340.0,99.0,83.0,646
108745,MA,4.3,81000,1740.0,146.0,112.0,174
108746,IL,5.1,65000,1490.0,94.0,75.0,640
108747,IL,5.3,65000,1380.0,100.0,89.0,504
108748,TX,4.5,61000,1470.0,97.0,82.0,414
108749,NY,4.6,72000,1770.0,138.0,117.0,602
108750,PA,4.5,61000,1390.0,89.0,72.0,924
108751,FL,4.3,55000,1390.0,115.0,89.0,148
108752,FL,4.7,55000,1280.0,116.0,84.0,524
108753,CA,5.6,75000,2110.0,159.0,122.0,744
108754,WA,5.2,78000,1890.0,152.0,123.0,917
108755,CA,5.6,75000,1800.0,165.0,120.0,864
108756,PA,4.1,61000,1350.0,101.0,86.0,396
108757,MA,4.2,81000,1680.0,145.0,121.0,389
108758,NJ,5.2,82000,2140.0,138.0,120.0,348
108759,MO,4.4,55000,1330.0,94.0,84.0,983
108760,CA,5.6,75000,1900.0,162.0,128.0,832
108761,CA,5.4,75000,1630.0,159.0,125.0,331
108762,TX,4.0,61000,1400.0,113.0,80.0,835
108763,CA,5.6,75000,1700.0,155.0,117.0,248
108764,MI,5.6,57000,1150.0,96.0,84.0,239
108765,MD,4.7,84000,2030.0,130.0,112.0,435
108766,NC,4.3,54000,1150.0,114.0,92.0,996
108767,NY,4.6,72000,1650.0,142.0,115.0,481
108768,TX,4.5,61000,1430.0,110.0,89.0,637
108769,FL,4.7,55000,1150.0,110.0,91.0,553
108770,PA,4.4,61000,1580.0,92.0,79.0,997
108771,MO,4.0,55000,1410.0,95.0,76.0,876
108772,TX,3.7,61000,1540.0,111.0,92.0,922
108773,MI,5.2,57000,1200.0,92.0,79.0,918
108774,IL,5.3,65000,1470.0,105.0,88.0,794
108775,IL,5.8,65000,1510.0,96.0,89.0,545
