cust_id,age,annual_income,employment_length,employment_type,education,marital_status,num_dependents
108696,53,56300,8.6,Full Time,Graduate,Married,0
108697,18,20000,0.5,Full Time,Graduate,Single,0
108698,45,42600,5.2,Self Employed,Bachelor,Married,2
108699,22,32600,0.9,Full Time,High School,Single,1
108700,38,74400,9.8,Full Time,Advanced,Single,1
108701,29,69800,6.0,Contractor,Bachelor,Married,1
108702,41,62400,6.5,Full Time,High School,Married,2
108703,43,34600,1.6,Full Time,Graduate,Married,0
108704,47,23400,2.0,Full Time,High School,Married,2
108705,50,32000,5.0,Full Time,Bachelor,Divorced,0
108706,49,91600,3.4,Self Employed,Bachelor,Single,1
108707,43,59700,7.8,Full Time,Advanced,Married,0
108708,30,25700,4.2,Full Time,Graduate,Divorced,0
108709,57,46600,5.9,Full Time,Some College,Married,0
108710,51,70300,3.6,Part Time,Graduate,Married,1
108711,34,29700,6.9,Full Time,Some College,Single,0
108712,31,71000,3.1,Contractor,Bachelor,Single,0
108713,39,24700,2.6,Full Time,Bachelor,Married,2
108714,26,20000,8.3,Full Time,Some College,Married,1
108715,42,34600,7.6,Full Time,Some College,Single,1
108716,52,50800,5.1,Full Time,High School,Married,1
108717,53,61100,7.5,Full Time,Some College,Married,1
108718,34,28000,11.1,Full Time,Advanced,Married,1
108719,19,20000,1.4,Part Time,Graduate,Single,2
108720,26,20000,7.5,Full Time,Advanced,Single,0
108721,28,75700,8.1,Full Time,Advanced,Married,0
108722,54,49100,1.3,Full Time,Graduate,Single,0
108723,42,59700,3.6,Full Time,Some College,Married,1
108724,42,34500,3.9,Full Time,Some College,Married,1
108725,32,62400,6.5,Full Time,High School,Married,3
108726,41,36200,1.0,Full Time,High School,Single,0
108727,40,41200,1.1,Full Time,Bachelor,Single,0
108728,37,64700,2.7,Full Time,Advanced,Married,0
108729,34,36100,9.6,Full Time,Some College,Married,0
108730,30,37200,5.8,Full Time,Graduate,Married,2
108731,43,66200,10.2,Full Time,Bachelor,Single,1
108732,32,30700,4.7,Full Time,Bachelor,Married,2
108733,32,32400,6.8,Full Time,Bachelor,Married,0
108734,29,55800,8.5,Full Time,Advanced,Single,0
108735,46,46400,6.7,Self Employed,Some College,Divorced,2
108736,39,24700,6.3,Full Time,High School,Married,1
108737,35,41400,5.4,Full Time,Bachelor,Single,0
108738,25,39000,6.1,Full Time,High School,Single,1
108739,58,56700,6.4,Full Time,Some College,Married,1
108740,35,25300,8.1,Self Employed,High School,Divorced,1
108741,24,52600,5.9,Full Time,Graduate,Single,1
108742,48,46200,2.7,Full Time,High School,Married,2
108743,28,26500,2.8,Contractor,High School,Married,2
108744,32,59300,2.9,Full Time,Some College,Married,1
108745,37,36300,6.0,Full Time,Bachelor,Single,0
108746,25,26100,0.5,Full Time,Bachelor,Married,2
108747,51,22800,7.4,Full Time,High School,Married,2
108748,38,79700,5.0,Contractor,Some College,Single,0
108749,30,72200,5.0,Full Time,Bachelor,Married,2
108750,44,41700,1.9,Full Time,Bachelor,Single,0
108751,47,56100,5.9,Self Employed,Advanced,Married,1
108752,28,27000,5.5,Full Time,Some College,Married,3
108753,49,42800,3.3,Full Time,Some College,Divorced,0
108754,57,20000,4.6,Self Employed,High School,Married,2
108755,59,45600,7.6,Contractor,Graduate,Single,1
108756,21,36500,3.2,Full Time,Graduate,Married,1
108757,24,23100,2.4,Full Time,Advanced,Married,0
108758,20,20000,0.7,Self Employed,Some College,Single,0
108759,32,21900,4.7,Full Time,High School,Single,1
108760,47,48100,6.8,Self Employed,Bachelor,Married,2
108761,51,85500,6.0,Full Time,Bachelor,Single,0
108762,43,60000,4.7,Full Time,Some College,Married,1
108763,43,54300,3.3,Self Employed,Graduate,Married,3
108764,25,31600,7.3,Full Time,Some College,Single,1
108765,33,37200,9.1,Part Time,Graduate,Married,1
108766,40,62900,3.5,Part Time,Some College,Married,1
108767,43,20000,0.3,Full Time,High School,Married,1
108768,38,70700,1.4,Full Time,Bachelor,Single,1
108769,48,34900,3.1,Full Time,High School,Married,1
108770,46,20700,4.7,Full Time,High School,Married,2
108771,49,27600,6.2,Full Time,Some College,Divorced,0
108772,57,23400,14.8,Full Time,High School,Divorced,1
108773,36,59000,10.1,Full Time,High School,Married,3
108774,54,60400,7.8,Full Time,Some College,Married,3
108775,47,59100,12.4,Part Time,Bachelor,Single,1
108776,30,23400,2.7,Self Employed,Some College,Married,2
108777,19,20000,1.9,Contractor,Bachelor,Single,0
108778,57,44200,12.6,Full Time,Some College,Married,0
108779,25,33100,6.0,Full Time,High School,Single,0
108780,30,78600,3.4,Part Time,Graduate,Single,1
108781,26,23800,3.2,Full Time,High School,Single,0
108782,40,63800,6.2,Full Time,Graduate,Divorced,2
108783,32,61200,2.6,Full Time,Bachelor,Married,1
108784,46,25300,9.3,Self Employed,Bachelor,Married,1
108785,37,29300,3.7,Full Time,High School,Married,2
108786,25,33600,0.2,Full Time,Graduate,Married,0
108787,60,47400,6.9,Full Time,Graduate,Divorced,0
108788,52,78400,6.5,Full Time,Graduate,Divorced,0
108789,52,24700,14.5,Full Time,High School,Single,0
108790,44,80900,3.3,Contractor,Bachelor,Married,2
108791,37,79800,6.1,Full Time,Some College,Single,0
108792,27,35100,4.1,Full Time,High School,Single,0
108793,35,48200,2.2,Full Time,Advanced,Married,1
108794,44,64100,0.6,Full Time,Bachelor,Single,0
108795,36,51900,4.6,Contractor,Advanced,Married,4
108796,35,20000,10.4,Part Time,High School,Single,0
108797,44,46400,2.9,Full Time,Bachelor,Married,1
108798,40,39400,5.6,Contractor,Graduate,Married,0
108799,33,38200,0.7,Full Time,Bachelor,Single,0
108800,45,169500,0.1,Full Time,High School,Married,1
108801,41,56600,1.0,Part Time,Bachelor,Single,0
108802,42,37600,7.3,Full Time,Bachelor,Married,0
108803,36,62000,7.0,Self Employed,Bachelor,Married,2
108804,49,26500,3.9,Contractor,Bachelor,Married,1
108805,39,35000,0.4,Full Time,High School,Married,1
108806,45,66400,8.1,Full Time,Graduate,Married,1
108807,50,35900,9.2,Full Time,Some College,Married,3
108808,49,43400,4.8,Full Time,Some College,Divorced,1
108809,49,27200,3.1,Full Time,High School,Married,1
108810,68,20000,1.8,Full Time,High School,Divorced,1
108811,45,46200,10.7,Full Time,Bachelor,Single,2
108812,39,45500,3.6,Full Time,Bachelor,Married,3
108813,45,24600,5.2,Self Employed,Bachelor,Married,1
108814,48,53000,8.6,Contractor,Some College,Divorced,0
108815,34,27700,2.5,Full Time,Bachelor,Single,2
108816,40,38400,2.9,Full Time,High School,Single,1
108817,37,20900,4.5,Full Time,Bachelor,Single,1
108818,34,53900,5.2,Full Time,Some College,Married,2
108819,29,63900,3.3,Full Time,Some College,Married,2
108820,36,110300,2.6,Part Time,Advanced,Single,0
108821,45,32900,12.1,Full Time,Some College,Married,2
108822,33,42400,6.6,Full Time,Bachelor,Single,2
108823,57,86000,2.5,Full Time,Some College,Single,1
108824,48,39500,8.7,Full Time,Bachelor,Married,1
108825,19,22500,1.4,Self Employed,Bachelor,Single,2
108826,31,29400,5.7,Part Time,Graduate,Married,2
108827,19,89300,1.0,Full Time,Graduate,Single,0
108828,31,32800,7.6,Full Time,Some College,Single,1
108829,45,23700,8.1,Full Time,Some College,Married,1
108830,60,33400,5.5,Full Time,Bachelor,Divorced,3
108831,33,26500,10.7,Part Time,Graduate,Married,3
108832,37,87800,2.0,Full Time,Graduate,Married,3
108833,58,40000,6.2,Contractor,Some College,Divorced,4
108834,42,61100,0.9,Full Time,Bachelor,Married,4
108835,60,61400,3.2,Full Time,Bachelor,Married,2
108836,34,39300,4.2,Full Time,Bachelor,Single,0
108837,28,36300,10.0,Part Time,High School,Married,3
108838,23,33400,5.2,Self Employed,Some College,Single,0
108839,40,47300,5.1,Full Time,Bachelor,Married,1
108840,48,28400,5.4,Full Time,High School,Married,1
108841,23,27800,,Self Employed,Bachelor,Single,0
108842,41,20000,0.2,Self Employed,High School,Married,1
108843,49,50300,2.7,Full Time,Bachelor,Single,2
108844,41,26700,8.4,Full Time,Some College,Divorced,0
108845,42,23500,10.5,Full Time,High School,Married,1
108846,34,57400,6.1,Full Time,Some College,Single,1
108847,48,34500,0.0,Part Time,Some College,Divorced,0
108848,38,30400,6.6,Full Time,Bachelor,Single,0
108849,34,47500,7.2,Self Employed,Graduate,Married,2
108850,40,54600,6.9,Full Time,Bachelor,Married,2
108851,69,22000,7.1,Self Employed,Some College,Married,0
108852,38,27200,5.9,Full Time,High School,Single,0
108853,55,81700,6.7,Full Time,Advanced,Married,1
108854,32,52500,4.1,Part Time,Graduate,Divorced,1
108855,25,35200,7.1,Contractor,Some College,Married,1
108856,40,73700,3.4,Full Time,Graduate,Married,4
108857,19,24600,1.1,Full Time,Some College,Married,1
108858,43,51600,4.7,Full Time,Some College,Married,1
108859,29,24700,7.0,Full Time,Advanced,Single,1
108860,42,23400,11.9,Contractor,Bachelor,Married,1
108861,38,34900,3.9,Self Employed,High School,Married,1
108862,37,44300,4.2,Part Time,Graduate,Married,1
108863,31,90500,13.5,Full Time,Bachelor,Married,4
108864,23,20000,5.9,Full Time,Bachelor,Single,1
108865,40,62100,1.1,Full Time,Graduate,Married,2
108866,33,89200,3.2,Full Time,Advanced,Married,2
108867,33,62600,5.5,Full Time,Bachelor,Married,2
108868,25,66300,7.7,Contractor,Advanced,Single,1
108869,25,20000,1.4,Self Employed,Bachelor,Single,1
108870,50,88900,6.6,Part Time,Advanced,Single,1
108871,24,20000,2.5,Full Time,Bachelor,Married,0
108872,28,64900,5.4,Full Time,Graduate,Married,1
108873,32,22700,4.7,Part Time,Advanced,Married,1
108874,47,150200,14.7,Self Employed,Bachelor,Married,1
108875,35,54200,10.7,Full Time,Bachelor,Married,1
108876,31,20000,6.1,Contractor,High School,Single,0
108877,32,86500,2.7,Full Time,Bachelor,Married,2
108878,38,63900,8.3,Full Time,Bachelor,Married,0
108879,39,65700,7.3,Full Time,Some College,Single,1
108880,32,61700,,Full Time,Bachelor,Married,1
108881,36,69800,6.1,Full Time,Graduate,Married,2
108882,35,63200,2.5,Full Time,High School,Married,4
108883,35,60600,5.0,Full Time,Bachelor,Married,1
108884,26,32100,7.6,Self Employed,Some College,Single,0
108885,46,30700,7.2,Self Employed,Some College,Single,0
108886,48,28900,6.0,Part Time,Bachelor,Single,3
108887,51,34500,7.6,Full Time,Advanced,Single,2
108888,39,45500,7.9,Full Time,Some College,Divorced,1
108889,38,88300,12.2,Contractor,Graduate,Single,0
108890,41,57300,5.8,Part Time,Graduate,Married,2
108891,19,20000,1.6,Full Time,Bachelor,Single,0
108892,41,67600,1.7,Full Time,Bachelor,Married,0
108893,68,20000,6.4,Part Time,High School,Married,2
108894,30,47400,4.2,Self Employed,Some College,Married,0
108895,53,58500,6.4,Full Time,Bachelor,Married,1
108896,56,26700,3.9,Contractor,High School,Married,0
108897,39,52300,6.2,Full Time,Bachelor,Married,1
108898,39,20000,0.8,Self Employed,Some College,Single,3
108899,47,140500,5.7,Self Employed,Bachelor,Married,0
108900,47,42100,6.4,Full Time,High School,Married,3
108901,33,42700,3.3,Full Time,Bachelor,Single,0
108902,21,22000,2.7,Full Time,Some College,Single,0
108903,33,31200,2.0,Full Time,Some College,Married,0
108904,30,27700,1.2,Full Time,Some College,Single,0
108905,28,34000,7.7,Full Time,High School,Single,1
108906,36,54900,3.7,Part Time,Some College,Married,2
108907,35,22400,7.8,Part Time,High School,Single,1
108908,28,20000,11.0,Contractor,High School,Married,1
108909,35,42400,6.2,Self Employed,Some College,Single,0
108910,47,64700,6.8,Self Employed,Some College,Married,1
108911,43,41100,4.9,Self Employed,Bachelor,Married,4
108912,56,49100,11.7,Full Time,Some College,Married,1
108913,54,42300,8.2,Part Time,Advanced,Single,0
108914,30,36300,4.4,Full Time,Bachelor,Single,0
108915,52,98200,3.7,Full Time,Advanced,Divorced,0
108916,56,82100,,Full Time,Advanced,Divorced,0
108917,42,20000,13.3,Full Time,Advanced,Married,2
108918,46,26200,6.8,Full Time,Bachelor,Married,1
108919,30,28900,3.0,Part Time,Graduate,Single,1
108920,63,20000,6.8,Self Employed,Some College,Married,1
108921,41,59000,1.5,Full Time,Advanced,Married,2
108922,52,27500,8.3,Full Time,Some College,Divorced,0
108923,47,34100,4.1,Full Time,Bachelor,Married,2
108924,48,56200,2.9,Full Time,Graduate,Married,2
108925,41,55000,3.2,Full Time,Some College,Married,0
108926,32,36500,,Full Time,Some College,Married,1
108927,41,46300,0.3,Full Time,High School,Single,2
108928,56,57900,2.3,Part Time,High School,Single,1
108929,19,20000,,Self Employed,Graduate,Single,0
108930,22,30100,4.3,Full Time,Advanced,Single,1
108931,47,42600,2.2,Full Time,High School,Married,2
108932,20,31400,1.3,Full Time,Some College,Married,3
108933,34,37100,1.6,Full Time,Some College,Single,0
108934,47,90200,2.8,Self Employed,Advanced,Single,1
108935,34,41300,2.6,Full Time,Bachelor,Single,0
108936,50,35700,1.8,Part Time,Some College,Single,0
108937,51,62400,12.9,Contractor,Some College,Married,1
108938,50,23700,11.8,Full Time,High School,Married,1
108939,36,50500,2.8,Full Time,Advanced,Single,0
108940,55,104100,2.8,Full Time,Some College,Married,3
108941,23,42800,5.1,Full Time,Some College,Single,0
108942,45,32300,1.2,Part Time,Bachelor,Married,1
108943,32,20100,8.3,Contractor,Some College,Single,1
108944,30,20000,3.2,Full Time,High School,Married,3
108945,51,82700,7.5,Full Time,Advanced,Divorced,0
108946,39,50500,12.2,Full Time,Bachelor,Married,3
108947,30,32700,3.9,Self Employed,Bachelor,Married,2
108948,44,56900,7.7,Part Time,Graduate,Married,0
108949,25,20000,2.2,Full Time,Bachelor,Single,2
108950,31,54200,2.6,Self Employed,Some College,Single,0
108951,34,21700,3.5,Full Time,Some College,Married,1
108952,21,20000,2.0,Self Employed,Bachelor,Single,0
108953,22,23900,2.7,Full Time,Bachelor,Single,1
108954,35,67100,10.5,Part Time,Bachelor,Single,0
108955,23,20000,5.8,Full Time,Some College,Single,0
108956,40,65600,3.8,Full Time,Graduate,Married,1
108957,50,44900,3.7,Full Time,Some College,Married,4
108958,29,72700,3.1,Self Employed,Graduate,Married,0
108959,36,32000,0.7,Full Time,Bachelor,Divorced,1
108960,20,25600,2.3,Full Time,High School,Single,1
108961,54,37300,6.5,Full Time,Graduate,Divorced,0
108962,40,59000,5.6,Full Time,Some College,Single,0
108963,38,36800,2.0,Full Time,High School,Single,1
108964,52,42300,7.6,Full Time,Bachelor,Single,1
108965,52,36200,5.3,Full Time,Some College,Married,2
108966,65,105100,9.9,Full Time,Bachelor,Married,2
108967,50,55700,9.4,Full Time,High School,Married,1
108968,27,22100,5.6,Full Time,High School,Married,4
108969,32,46800,1.1,Full Time,High School,Single,1
108970,32,66500,3.1,Full Time,Bachelor,Married,2
108971,45,107900,6.4,Full Time,Graduate,Married,3
108972,53,64400,6.8,Full Time,Some College,Married,1
108973,45,123300,5.4,Self Employed,Bachelor,Married,1
108974,35,45500,6.9,Full Time,High School,Single,1
108975,38,43300,7.0,Full Time,High School,Married,1
108976,19,32300,1.0,Full Time,High School,Single,3
108977,46,96500,5.3,Full Time,Graduate,Divorced,0
108978,43,45100,2.0,Full Time,Graduate,Married,0
108979,43,53000,8.2,Full Time,Bachelor,Married,1
108980,51,26100,,Self Employed,Some College,Divorced,3
108981,35,33400,3.2,Full Time,Graduate,Married,0
108982,35,29500,0.2,Self Employed,Some College,Single,1
108983,58,32100,1.8,Part Time,Some College,Divorced,2
108984,47,39000,5.5,Full Time,Bachelor,Married,1
108985,27,21400,8.8,Full Time,Graduate,Single,1
108986,32,88600,6.6,Part Time,Graduate,Single,0
108987,40,42800,,Part Time,Some College,Married,0
108988,45,32700,7.8,Part Time,High School,Married,1
108989,25,36500,6.6,Full Time,Advanced,Single,0
108990,42,54600,6.9,Full Time,Graduate,Divorced,0
108991,31,20000,0.3,Full Time,High School,Married,2
108992,40,98400,5.3,Full Time,Bachelor,Divorced,1
108993,55,39100,7.4,Contractor,Bachelor,Married,1
108994,37,62100,11.0,Full Time,Graduate,Single,0
108995,24,20400,3.7,Full Time,Some College,Single,0
108996,39,34300,5.5,Full Time,High School,Married,1
108997,57,47800,0.0,Part Time,Graduate,Married,0
108998,30,77700,8.9,Self Employed,Graduate,Divorced,3
108999,24,67600,6.6,Contractor,Some College,Single,1
109000,27,53900,9.7,Contractor,Some College,Divorced,1
109001,27,20000,6.6,Full Time,High School,Married,1
109002,60,41500,4.4,Full Time,Bachelor,Single,0
109003,23,36400,1.2,Part Time,Some College,Single,0
109004,41,79300,1.1,Self Employed,Some College,Married,3
109005,43,64000,6.0,Full Time,Bachelor,Divorced,1
109006,25,30200,4.6,Full Time,Graduate,Married,1
109007,43,20000,10.7,Full Time,Bachelor,Married,1
109008,38,117000,11.1,Full Time,Graduate,Married,0
109009,37,25600,8.4,Full Time,High School,Married,3
109010,51,76100,6.1,Part Time,Bachelor,Married,4
109011,48,20400,1.4,Full Time,Some College,Married,0
109012,52,26100,3.3,Full Time,High School,Single,2
109013,56,36700,6.6,Full Time,Bachelor,Divorced,0
109014,51,60100,8.3,Part Time,Some College,Married,1
109015,42,51800,12.5,Contractor,Some College,Married,3
109016,20,20000,2.7,Full Time,High School,Single,1
109017,50,20000,15.9,Contractor,High School,Divorced,0
109018,51,57400,5.0,Full Time,Some College,Single,0
109019,31,76900,1.9,Full Time,Bachelor,Single,1
109020,40,50900,7.1,Part Time,Advanced,Married,3
109021,43,42600,5.0,Self Employed,High School,Single,1
109022,57,38800,3.9,Full Time,Bachelor,Married,2
109023,28,55700,10.9,Contractor,High School,Married,1
109024,35,27400,12.6,Self Employed,High School,Married,2
109025,26,21800,4.7,Self Employed,High School,Married,1
109026,37,58300,7.8,Full Time,Graduate,Married,1
109027,46,40200,3.1,Full Time,Bachelor,Married,2
109028,40,88400,4.5,Full Time,Bachelor,Single,0
109029,55,42100,7.9,Full Time,Bachelor,Married,3
109030,51,114300,5.4,Part Time,Advanced,Married,1
109031,47,20000,8.7,Full Time,Some College,Married,2
109032,20,25800,2.6,Full Time,Some College,Single,2
109033,54,98600,7.5,Self Employed,Bachelor,Married,0
109034,21,22100,3.8,Full Time,Some College,Single,3
109035,48,29200,6.0,Part Time,High School,Married,0
109036,42,27800,1.6,Full Time,High School,Married,3
109037,54,24300,11.3,Full Time,Advanced,Single,0
109038,32,90900,9.3,Full Time,Bachelor,Married,0
109039,19,20000,1.2,Full Time,High School,Single,0
109040,35,45500,7.2,Self Employed,Graduate,Married,2
109041,26,31800,8.5,Full Time,Some College,Single,1
109042,31,45500,7.3,Full Time,Advanced,Married,1
109043,47,122600,9.2,Full Time,Advanced,Married,3
109044,40,22700,5.6,Contractor,High School,Divorced,0
109045,30,44500,3.7,Full Time,Graduate,Divorced,0
109046,57,30900,3.3,Self Employed,High School,Married,1
109047,45,52100,6.8,Full Time,Graduate,Divorced,0
109048,34,20000,11.2,Self Employed,Some College,Single,2
109049,49,72600,2.4,Full Time,Some College,Single,0
109050,40,38600,1.4,Full Time,High School,Married,1
109051,50,65500,2.6,Full Time,Advanced,Divorced,0
109052,64,24600,10.6,Full Time,High School,Married,2
109053,50,27400,,Full Time,Some College,Single,2
109054,29,61000,6.0,Part Time,Advanced,Married,1
109055,45,67400,10.7,Full Time,Bachelor,Divorced,0
109056,36,29000,5.0,Part Time,Graduate,Single,1
109057,39,55800,6.1,Self Employed,High School,Divorced,0
109058,49,79200,4.0,Full Time,Bachelor,Married,5
109059,48,48100,8.3,Full Time,Some College,Single,1
109060,45,73900,15.6,Full Time,Bachelor,Married,1
109061,42,74500,6.1,Full Time,Graduate,Married,2
109062,30,20000,8.9,Full Time,High School,Married,4
109063,29,33000,11.2,Full Time,Some College,Married,3
109064,55,33400,5.2,Part Time,Advanced,Married,1
109065,44,44500,4.8,Self Employed,High School,Single,1
109066,33,29200,4.9,Full Time,High School,Married,2
109067,60,45300,2.5,Full Time,Bachelor,Single,1
109068,49,27600,3.3,Contractor,Bachelor,Married,1
109069,43,33400,8.7,Part Time,Graduate,Married,1
109070,48,114000,8.5,Full Time,High School,Single,1
109071,37,38900,9.2,Self Employed,Graduate,Single,0
109072,46,57300,6.6,Self Employed,Some College,Married,4
109073,45,50500,7.1,Full Time,Bachelor,Married,2
109074,28,23400,8.0,Full Time,Bachelor,Single,2
109075,52,48000,11.0,Full Time,Graduate,Single,0
109076,21,30600,3.6,Full Time,High School,Single,2
109077,33,31700,4.5,Self Employed,Bachelor,Single,0
109078,42,69100,10.5,Full Time,Graduate,Married,2
109079,30,50400,3.4,Full Time,Bachelor,Single,3
109080,36,40100,4.1,Full Time,Bachelor,Single,0
109081,35,41000,14.2,Part Time,Advanced,Single,0
109082,39,25700,8.9,Full Time,Some College,Single,1
109083,32,24000,4.7,Self Employed,High School,Single,1
109084,43,57000,6.1,Full Time,Bachelor,Married,0
109085,43,34200,5.2,Full Time,High School,Divorced,4
109086,27,31600,4.8,Self Employed,Some College,Married,0
109087,41,65900,4.5,Full Time,Bachelor,Married,3
109088,33,44000,3.5,Contractor,Some College,Single,0
109089,43,106500,14.1,Full Time,Bachelor,Divorced,2
109090,37,50700,8.2,Full Time,Bachelor,Divorced,0
109091,39,38500,4.5,Full Time,Some College,Married,1
109092,26,32300,8.3,Full Time,Advanced,Single,1
109093,19,20000,1.2,Full Time,High School,Single,1
109094,51,107200,7.2,Full Time,Advanced,Single,1
109095,39,23800,4.7,Full Time,Some College,Married,0
109096,28,21800,8.1,Contractor,Bachelor,Married,0
109097,53,26500,10.2,Full Time,High School,Married,1
109098,32,36500,,Full Time,Bachelor,Single,1
109099,31,46100,3.2,Full Time,Bachelor,Single,2
109100,40,45600,10.7,Full Time,Bachelor,Married,2
109101,24,21100,5.1,Contractor,Bachelor,Single,2
109102,33,23000,1.5,Full Time,Bachelor,Married,3
109103,34,51000,0.9,Full Time,Graduate,Married,1
109104,43,34700,6.1,Full Time,High School,Divorced,1
109105,31,28800,4.7,Part Time,Bachelor,Married,0
109106,57,106500,5.4,Contractor,Bachelor,Married,3
109107,56,58100,7.7,Contractor,Graduate,Married,0
109108,36,46900,1.8,Full Time,Bachelor,Married,2
109109,20,35800,2.9,Full Time,High School,Single,1
109110,28,20000,9.3,Full Time,High School,Married,2
109111,40,74600,0.1,Full Time,Bachelor,Married,0
109112,26,20000,6.2,Full Time,Graduate,Married,0
109113,26,38100,2.2,Part Time,Some College,Married,3
109114,47,100100,3.3,Full Time,Bachelor,Single,0
109115,45,26900,6.8,Full Time,High School,Married,2
109116,47,25800,1.4,Self Employed,Some College,Married,2
109117,25,25700,7.0,Full Time,Some College,Single,1
109118,34,130100,3.6,Full Time,High School,Single,0
109119,50,28400,7.0,Part Time,High School,Divorced,1
109120,68,20000,2.2,Full Time,Graduate,Divorced,0
109121,34,64200,9.9,Full Time,Some College,Married,4
109122,39,102900,11.9,Part Time,Advanced,Married,2
109123,41,36700,8.9,Part Time,Bachelor,Single,1
109124,22,31400,4.3,Full Time,Some College,Married,0
109125,35,79700,4.0,Full Time,Graduate,Married,3
109126,43,34000,1.2,Full Time,High School,Married,0
109127,43,79700,1.1,Full Time,Graduate,Married,4
109128,29,33000,8.3,Full Time,Graduate,Married,2
109129,24,20000,5.9,Full Time,Graduate,Married,3
109130,56,83800,11.6,Part Time,Bachelor,Married,2
109131,40,42500,6.2,Full Time,Some College,Single,2
109132,58,35100,3.3,Full Time,Advanced,Married,2
109133,58,50800,11.4,Full Time,Graduate,Married,1
109134,56,110800,9.8,Self Employed,Graduate,Married,3
109135,27,30100,4.8,Part Time,Advanced,Married,2
109136,27,20000,9.1,Part Time,Bachelor,Single,1
109137,39,36400,8.0,Full Time,Some College,Married,2
109138,30,57500,8.5,Full Time,Some College,Single,0
109139,29,45700,3.5,Full Time,High School,Single,0
109140,58,21100,5.3,Full Time,Some College,Single,1
109141,49,51600,11.0,Full Time,Bachelor,Single,0
109142,31,47200,6.2,Full Time,Bachelor,Married,3
109143,37,31700,3.0,Full Time,Bachelor,Single,1
109144,51,57500,6.5,Full Time,Advanced,Married,3
109145,37,26100,3.7,Part Time,Some College,Married,2
109146,27,43400,9.6,Full Time,Advanced,Single,2
109147,29,22800,11.2,Part Time,Bachelor,Married,2
109148,54,43600,9.4,Full Time,Bachelor,Married,1
109149,46,72200,4.2,Full Time,High School,Divorced,0
109150,44,20000,7.0,Full Time,High School,Divorced,0
109151,42,59100,8.2,Full Time,Graduate,Married,2
109152,33,55600,5.1,Full Time,Bachelor,Single,1
109153,26,31100,3.2,Full Time,Graduate,Married,2
109154,50,70400,,Full Time,Bachelor,Married,1
109155,37,46900,5.6,Full Time,Bachelor,Married,0
109156,27,78600,4.7,Contractor,Some College,Married,1
109157,57,24800,0.1,Full Time,Bachelor,Divorced,0
109158,25,24300,8.0,Full Time,Bachelor,Married,1
109159,56,37200,11.1,Contractor,Graduate,Married,2
109160,40,35400,5.9,Contractor,High School,Married,2
109161,52,38600,10.6,Full Time,Graduate,Divorced,0
109162,38,61000,5.2,Contractor,High School,Married,1
109163,24,49300,2.1,Self Employed,Some College,Single,0
109164,43,32000,7.9,Full Time,Some College,Married,3
109165,49,82700,7.3,Part Time,Bachelor,Married,3
109166,33,52300,5.8,Part Time,Bachelor,Married,2
109167,22,32800,4.4,Contractor,Bachelor,Single,1
109168,46,44600,4.4,Full Time,Some College,Single,0
109169,59,30400,5.7,Full Time,High School,Single,1
109170,55,77800,4.8,Self Employed,Bachelor,Single,0
109171,40,40500,0.8,Full Time,Graduate,Divorced,1
109172,42,50600,5.4,Self Employed,Bachelor,Married,0
109173,58,28200,2.5,Full Time,Some College,Married,3
109174,33,33300,4.5,Contractor,Some College,Single,1
109175,59,99700,4.3,Full Time,Bachelor,Married,2
109176,32,50800,6.3,Contractor,Some College,Married,2
109177,47,31900,14.6,Full Time,High School,Divorced,3
109178,34,22100,3.9,Contractor,Bachelor,Married,2
109179,54,47800,8.1,Contractor,Bachelor,Married,3
109180,61,40200,5.8,Self Employed,High School,Married,4
109181,52,53900,10.1,Full Time,Advanced,Married,0
109182,23,36600,5.0,Self Employed,High School,Single,0
109183,25,26500,3.5,Full Time,Graduate,Single,0
109184,55,112600,0.8,Full Time,Bachelor,Married,1
109185,34,69500,4.0,Part Time,Bachelor,Single,1
109186,24,23400,2.4,Full Time,High School,Married,0
109187,28,21900,7.9,Full Time,High School,Single,1
109188,39,21400,2.8,Self Employed,Some College,Married,1
109189,37,49500,2.4,Self Employed,Bachelor,Single,0
109190,43,28600,7.6,Full Time,Graduate,Married,2
109191,31,68400,4.0,Full Time,Some College,Married,2
109192,27,26300,7.6,Full Time,Bachelor,Single,2
109193,63,64900,2.3,Full Time,Graduate,Married,1
109194,49,63300,2.1,Full Time,Bachelor,Married,1
109195,24,20000,5.9,Full Time,Some College,Single,1
109196,39,42800,2.2,Full Time,Bachelor,Single,0
109197,36,54500,4.8,Full Time,Bachelor,Married,1
109198,32,70400,6.4,Full Time,Graduate,Single,1
109199,32,31800,8.0,Contractor,Advanced,Single,0
109200,39,35100,8.2,Self Employed,High School,Single,0
109201,32,50900,7.4,Contractor,Graduate,Married,3
109202,33,42700,7.1,Contractor,High School,Single,1
109203,35,39500,5.6,Self Employed,Graduate,Married,2
109204,50,41400,3.7,Full Time,High School,Married,3
109205,26,51100,8.1,Full Time,Bachelor,Divorced,0
109206,43,124500,3.9,Part Time,Bachelor,Married,1
109207,66,28100,5.1,Self Employed,Some College,Married,1
109208,33,97800,,Full Time,Some College,Married,0
109209,65,36100,7.2,Self Employed,Some College,Single,1
109210,38,57600,10.5,Full Time,Bachelor,Single,0
109211,50,20000,7.8,Full Time,High School,Married,2
109212,31,20000,6.5,Contractor,Bachelor,Single,1
109213,55,54600,9.8,Contractor,Bachelor,Single,0
