customer_id,loan_type,loan_amount,loan_term,interest_rate,loan_purpose,loan_to_value_ratio,origination_channel,loan_officer_id,marketing_campaign
109147,Credit Card,8000,0,18.19,Revolving Credit,0.0,Direct Mail,1081,Q
109148,Credit Card,4800,0,16.36,Revolving Credit,0.0,Direct Mail,1081,S
109149,Mortgage,325700,180,6.92,Home Purchase,0.876,Online,1005,N
109150,Credit Card,800,0,20.65,Revolving Credit,0.0,Online,1057,Q
109151,Personal Loan,30000,48,11.03,Debt Consolidation,0.0,Broker,1042,B
109152,Credit Card,9700,0,17.04,Revolving Credit,0.0,Branch,1001,U
109153,Credit Card,3100,0,19.98,Revolving Credit,0.0,Online,1006,B
109154,Credit Card,13700,0,17.61,Revolving Credit,0.0,Branch,1053,U
109155,Personal Loan,19800,48,10.16,Other,0.0,Online,1048,L
109156,Personal Loan,15500,36,11.23,Debt Consolidation,0.0,Broker,1067,W
109157,Credit Card,10000,0,17.35,Revolving Credit,0.0,Online,996,T
109158,Personal Loan,26400,60,12.36,Home Improvement,0.0,Online,995,Y
109159,Credit Card,2600,0,15.92,Revolving Credit,0.0,Branch,1089,K
109160,Personal Loan,16800,48,13.49,Major Purchase,0.0,Online,1005,S
109161,Personal Loan,24900,24,11.76,Home Improvement,0.0,Online,1047,G
109162,Credit Card,8300,0,15.46,Revolving Credit,0.0,Branch,1041,S
109163,Mortgage,200400,360,4.51,Home Purchase,0.601,Branch,1053,Q
109164,Credit Card,7100,0,16.43,Revolving Credit,0.0,Online,1005,N
109165,Personal Loan,2100,36,9.41,Major Purchase,0.0,Branch,1049,I
109166,Credit Card,16000,0,18.63,Revolving Credit,0.0,Online,1062,V
109167,Mortgage,143400,360,5.96,Refinance,0.931,Online,1099,W
109168,Personal Loan,24300,24,13.5,Home Improvement,0.0,Online,1041,R
109169,Personal Loan,10900,36,11.43,Debt Consolidation,0.0,Branch,1055,L
109170,Personal Loan,21100,24,10.87,Debt Consolidation,0.0,Branch,1069,J
109171,Credit Card,7700,0,18.44,Revolving Credit,0.0,Broker,1070,L
109172,Credit Card,4100,0,18.86,Revolving Credit,0.0,Broker,1001,L
109173,Personal Loan,15300,36,11.85,Medical,0.0,Broker,1079,N
109174,Mortgage,97700,360,7.05,Refinance,0.579,Online,1001,H
109175,Personal Loan,21500,12,10.47,Debt Consolidation,0.0,Branch,1071,G
109176,Home Loan,469200,360,6.13,Refinance,0.812,Online,1005,M
109177,Personal Loan,5100,36,10.35,Debt Consolidation,0.0,Branch,997,I
109178,Home Loan,188800,360,8.41,Refinance,0.748,Broker,1010,Z
109179,Mortgage,127700,360,5.27,Home Purchase,0.913,Online,1069,I
109180,Mortgage,290100,180,7.4,Home Purchase,0.683,Broker,1043,X
109181,Credit Card,5400,0,14.31,Revolving Credit,0.0,Branch,1051,W
109182,Personal Loan,23700,48,12.65,Debt Consolidation,0.0,Online,1055,O
109183,Credit Card,9800,0,17.88,Revolving Credit,0.0,Online,997,R
109184,Personal Loan,3500,48,9.69,Medical,0.0,Broker,1098,M
109185,Mortgage,110800,360,5.37,Home Purchase,0.922,Branch,1044,Z
109186,Home Loan,157000,360,9.0,Home Purchase,0.767,Broker,1094,I
109187,Mortgage,118400,360,7.21,Home Purchase,0.824,Broker,1068,V
109188,Personal Loan,15500,48,12.47,Major Purchase,0.0,Broker,1055,O
109189,Mortgage,502800,360,7.38,Refinance,0.643,Online,1079,O
109190,Personal Loan,3500,12,9.97,Debt Consolidation,0.0,Broker,997,U
109191,Credit Card,5400,0,19.48,Revolving Credit,0.0,Online,1070,K
109192,Home Loan,211400,360,6.99,Home Purchase,0.587,Online,1072,I
109193,Personal Loan,16100,60,7.24,Debt Consolidation,0.0,Online,1036,O
109194,Mortgage,321600,360,6.21,Refinance,0.925,Broker,1074,K
109195,Mortgage,171800,360,7.32,Refinance,0.967,Online,1011,O
109196,Credit Card,6400,0,17.12,Revolving Credit,0.0,Branch,1005,L
109197,Mortgage,294400,360,7.44,Refinance,0.777,Online,1080,P
109198,Credit Card,16600,0,19.36,Revolving Credit,0.0,Broker,1072,B
109199,Mortgage,362700,360,6.42,Home Purchase,0.801,Branch,1010,Z
109200,Personal Loan,32800,36,11.89,Debt Consolidation,0.0,Online,1001,B
109201,Personal Loan,36500,36,12.38,Medical,0.0,Branch,1009,W
109202,Personal Loan,8900,48,11.21,Other,0.0,Branch,1079,R
109203,Credit Card,7400,0,18.56,Revolving Credit,0.0,Broker,998,S
109204,Personal Loan,22600,60,12.13,Major Purchase,0.0,Branch,1080,B
109205,Home Loan,266600,360,6.05,Home Purchase,0.565,Online,1041,S
109206,Personal Loan,30100,48,9.77,Other,0.0,Online,1014,W
109207,Credit Card,17800,0,17.6,Revolving Credit,0.0,Branch,1086,U
109208,Mortgage,267200,360,6.71,Home Purchase,0.797,Direct Mail,998,W
109209,Credit Card,6400,0,19.86,Revolving Credit,0.0,Online,998,E
109210,Personal Loan,41200,48,11.36,Other,0.0,Broker,1000,A
109211,Credit Card,11100,0,19.82,Revolving Credit,0.0,Direct Mail,1047,M
109212,Credit Card,6100,0,15.64,Revolving Credit,0.0,Branch,1083,X
109213,Mortgage,144700,360,4.05,Refinance,0.711,Branch,1005,I
109214,Mortgage,339000,360,3.76,Refinance,0.794,Online,1097,D
109215,Personal Loan,18400,36,11.04,Home Improvement,0.0,Broker,1084,X
109216,Personal Loan,21500,36,12.11,Debt Consolidation,0.0,Broker,1050,C
109217,Personal Loan,1700,36,9.61,Debt Consolidation,0.0,Online,1004,J
109218,Credit Card,9300,0,17.94,Revolving Credit,0.0,Online,1077,S
109219,Personal Loan,22200,36,10.61,Major Purchase,0.0,Broker,1043,D
109220,Personal Loan,3000,48,9.88,Medical,0.0,Online,1085,J
109221,Personal Loan,16000,36,11.03,Major Purchase,0.0,Online,1043,S
109222,Personal Loan,1000,36,11.05,Major Purchase,0.0,Direct Mail,997,W
109223,Home Loan,110000,360,6.24,Home Purchase,0.805,Branch,1082,K
109224,Personal Loan,10900,60,9.0,Medical,0.0,Branch,1003,C
109225,Mortgage,332100,360,4.03,Home Purchase,0.886,Branch,1084,E
109226,Credit Card,10000,0,18.02,Revolving Credit,0.0,Online,1003,D
109227,Mortgage,391400,360,4.77,Home Purchase,0.761,Online,1000,V
109228,Personal Loan,13900,36,9.69,Debt Consolidation,0.0,Online,1002,L
109229,Personal Loan,23600,24,10.62,Medical,0.0,Online,1004,F
109230,Personal Loan,23800,36,11.4,Home Improvement,0.0,Branch,1041,S
109231,Personal Loan,16900,48,11.34,Major Purchase,0.0,Broker,1051,V
109232,Credit Card,3100,0,19.66,Revolving Credit,0.0,Online,1071,O
109233,Home Loan,306900,360,6.61,Home Purchase,0.954,Online,1089,Z
109234,Credit Card,6200,0,17.71,Revolving Credit,0.0,Direct Mail,1086,U
109235,Personal Loan,26700,36,12.43,Major Purchase,0.0,Branch,1070,P
109236,Credit Card,2500,0,19.58,Revolving Credit,0.0,Broker,1013,J
109237,Credit Card,6100,0,17.28,Revolving Credit,0.0,Branch,1084,O
109238,Mortgage,164900,360,7.29,Refinance,0.735,Direct Mail,1063,O
109239,Personal Loan,18300,36,12.05,Major Purchase,0.0,Branch,1091,Z
109240,Mortgage,307500,360,4.25,Home Purchase,0.853,Broker,1012,P
109241,Home Loan,360200,360,5.5,Home Purchase,0.696,Online,1054,U
109242,Personal Loan,6100,24,11.08,Home Improvement,0.0,Branch,1063,A
109243,Mortgage,254300,360,6.08,Home Purchase,0.795,Online,1001,B
109244,Mortgage,106700,360,7.61,Home Purchase,0.696,Branch,1074,N
109245,Home Loan,64100,360,4.27,Home Purchase,0.73,Online,997,J
109246,Home Loan,238900,360,5.01,Home Purchase,0.787,Online,1055,V
109247,Mortgage,113300,360,7.8,Home Purchase,0.89,Branch,1071,T
109248,Personal Loan,13800,36,11.95,Debt Consolidation,0.0,Online,1003,G
109249,Home Loan,578400,360,8.11,Refinance,0.935,Online,1076,N
109250,Mortgage,70100,360,3.97,Home Purchase,0.864,Branch,1076,W
109251,Credit Card,11900,0,16.48,Revolving Credit,0.0,Branch,1001,C
109252,Mortgage,639800,180,7.77,Refinance,0.755,Broker,1079,F
109253,Mortgage,321700,360,7.19,Refinance,0.593,Online,1094,L
109254,Personal Loan,40400,24,14.0,Medical,0.0,Direct Mail,1047,H
109255,Personal Loan,11600,48,10.86,Major Purchase,0.0,Online,1078,G
109256,Credit Card,7300,0,15.98,Revolving Credit,0.0,Online,998,S
109257,Personal Loan,17400,24,11.0,Other,0.0,Online,1087,D
109258,Personal Loan,6200,48,11.43,Other,0.0,Online,1048,C
109259,Personal Loan,8000,48,12.28,Other,0.0,Direct Mail,1069,N
109260,Personal Loan,24500,36,13.18,Debt Consolidation,0.0,Online,995,M
109261,Mortgage,490500,360,5.15,Home Purchase,0.769,Branch,997,V
109262,Mortgage,63300,360,9.8,Home Purchase,0.745,Broker,1040,B
109263,Mortgage,282600,180,4.95,Refinance,0.896,Broker,1046,C
109264,Personal Loan,22900,48,11.45,Home Improvement,0.0,Branch,1014,E
109265,Personal Loan,3300,36,12.03,Home Improvement,0.0,Broker,1049,J
109266,Mortgage,77600,360,7.27,Home Purchase,0.755,Branch,1084,I
109267,Personal Loan,21700,48,12.83,Debt Consolidation,0.0,Branch,1039,K
109268,Personal Loan,12200,36,11.13,Medical,0.0,Direct Mail,997,H
109269,Personal Loan,21700,36,10.22,Debt Consolidation,0.0,Branch,1080,M
109270,Personal Loan,5900,36,11.25,Major Purchase,0.0,Online,1001,D
109271,Personal Loan,1400,36,9.11,Home Improvement,0.0,Online,998,P
109272,Home Loan,367900,360,6.48,Home Purchase,0.959,Broker,1077,G
109273,Personal Loan,23600,36,12.6,Major Purchase,0.0,Branch,1001,E
109274,Home Loan,282300,360,5.74,Home Purchase,0.669,Branch,1042,R
109275,Mortgage,316800,180,5.39,Home Purchase,0.76,Online,1048,I
109276,Personal Loan,16700,36,13.61,Major Purchase,0.0,Branch,1004,F
109277,Personal Loan,23400,24,12.1,Debt Consolidation,0.0,Online,1070,K
109278,Home Loan,504700,360,4.47,Refinance,0.698,Broker,1098,E
109279,Credit Card,9600,0,17.89,Revolving Credit,0.0,Online,1080,V
109280,Personal Loan,18000,24,12.97,Other,0.0,Broker,1014,Q
109281,Credit Card,5100,0,17.01,Revolving Credit,0.0,Branch,1006,M
109282,Credit Card,1700,0,16.06,Revolving Credit,0.0,Branch,1074,U
109283,Personal Loan,37000,48,12.84,Home Improvement,0.0,Direct Mail,1084,L
109284,Mortgage,109200,360,5.69,Home Purchase,0.677,Branch,997,A
109285,Mortgage,556100,180,7.31,Refinance,0.922,Online,1001,U
109286,Mortgage,355100,360,9.38,Home Purchase,0.823,Online,1001,Y
109287,Home Loan,384800,360,6.48,Home Purchase,0.732,Branch,1084,Z
109288,Personal Loan,16200,48,11.68,Home Improvement,0.0,Branch,1040,A
109289,Credit Card,10800,0,17.83,Revolving Credit,0.0,Branch,1064,Z
109290,Credit Card,8200,0,18.66,Revolving Credit,0.0,Broker,1081,I
109291,Credit Card,17000,0,15.72,Revolving Credit,0.0,Online,1047,H
109292,Personal Loan,1000,60,11.72,Major Purchase,0.0,Branch,998,S
109293,Home Loan,401600,360,8.23,Home Purchase,0.747,Branch,996,T
109294,Personal Loan,3900,60,12.48,Debt Consolidation,0.0,Online,1083,A
109295,Personal Loan,17600,48,10.4,Debt Consolidation,0.0,Broker,1067,X
109296,Credit Card,8200,0,14.81,Revolving Credit,0.0,Online,1080,M
109297,Credit Card,6800,0,17.14,Revolving Credit,0.0,Online,1067,V
109298,Mortgage,351500,360,5.52,Home Purchase,0.651,Online,1046,M
109299,Personal Loan,27300,36,12.67,Debt Consolidation,0.0,Online,1049,E
109300,Credit Card,4200,0,15.79,Revolving Credit,0.0,Branch,1004,V
109301,Personal Loan,24000,60,13.33,Major Purchase,0.0,Online,1054,Z
109302,Mortgage,313300,360,5.92,Home Purchase,0.836,Online,1042,G
109303,Personal Loan,13900,48,12.25,Home Improvement,0.0,Online,1082,G
109304,Mortgage,77400,360,6.8,Home Purchase,0.94,Broker,1036,U
109305,Personal Loan,25000,36,12.3,Home Improvement,0.0,Online,1000,U
109306,Mortgage,529700,360,5.31,Refinance,0.626,Direct Mail,1072,S
109307,Personal Loan,14700,48,12.51,Debt Consolidation,0.0,Broker,1084,V
109308,Personal Loan,5400,48,11.3,Medical,0.0,Broker,1048,Z
109309,Home Loan,485000,360,9.28,Home Purchase,0.967,Branch,1004,C
109310,Personal Loan,24100,60,10.22,Debt Consolidation,0.0,Broker,1077,G
109311,Mortgage,617300,180,7.89,Home Purchase,0.931,Direct Mail,997,T
109312,Mortgage,482900,360,5.49,Home Purchase,0.734,Branch,1080,K
109313,Credit Card,13100,0,17.46,Revolving Credit,0.0,Online,1042,J
109314,Personal Loan,4300,48,11.79,Home Improvement,0.0,Broker,1055,N
109315,Personal Loan,12600,48,12.85,Major Purchase,0.0,Online,1059,D
109316,Mortgage,347900,360,5.86,Refinance,0.863,Online,1092,X
109317,Mortgage,262800,360,5.89,Refinance,0.914,Branch,997,C
109318,Credit Card,8900,0,20.27,Revolving Credit,0.0,Online,1074,P
109319,Home Loan,220000,360,5.79,Refinance,0.663,Broker,1052,B
109320,Credit Card,15300,0,19.22,Revolving Credit,0.0,Broker,1081,D
109321,Personal Loan,17300,48,11.18,Debt Consolidation,0.0,Broker,999,G
109322,Personal Loan,24700,36,10.92,Major Purchase,0.0,Branch,1076,K
109323,Credit Card,9500,0,19.23,Revolving Credit,0.0,Broker,1097,K
109324,Mortgage,250900,360,7.2,Home Purchase,0.639,Branch,1018,V
109325,Mortgage,216800,360,5.8,Home Purchase,0.939,Broker,1041,Y
109326,Mortgage,256500,360,6.44,Refinance,0.932,Online,1084,T
109327,Credit Card,1200,0,19.17,Revolving Credit,0.0,Online,1047,W
109328,Home Loan,171400,360,6.51,Refinance,0.844,Branch,1044,I
109329,Credit Card,6600,0,17.98,Revolving Credit,0.0,Online,1062,E
109330,Mortgage,187500,180,6.06,Home Purchase,0.76,Online,1081,T
109331,Mortgage,214300,360,5.09,Refinance,0.845,Broker,1082,B
109332,Credit Card,9500,0,19.26,Revolving Credit,0.0,Direct Mail,1042,G
109333,Credit Card,4100,0,18.04,Revolving Credit,0.0,Broker,1052,K
109334,Personal Loan,21300,48,12.3,Debt Consolidation,0.0,Branch,1085,P
109335,Home Loan,505300,180,5.41,Refinance,0.72,Online,1042,Z
109336,Mortgage,139300,360,5.79,Refinance,0.784,Online,1067,Z
109337,Mortgage,142900,360,6.39,Home Purchase,0.7,Online,1039,Z
109338,Credit Card,2800,0,18.33,Revolving Credit,0.0,Online,1043,J
109339,Personal Loan,16600,48,11.51,Major Purchase,0.0,Online,1055,D
109340,Personal Loan,20700,48,11.81,Home Improvement,0.0,Broker,1044,T
109341,Mortgage,164000,360,5.86,Home Purchase,0.661,Online,1087,K
109342,Home Loan,313300,360,6.16,Refinance,0.816,Branch,1068,H
109343,Personal Loan,22200,48,12.22,Debt Consolidation,0.0,Online,1040,F
109344,Personal Loan,33100,36,15.53,Debt Consolidation,0.0,Branch,1082,R
109345,Mortgage,484800,360,4.24,Home Purchase,0.731,Branch,1080,C
109346,Credit Card,14000,0,19.29,Revolving Credit,0.0,Branch,1002,Y
109347,Credit Card,16300,0,19.92,Revolving Credit,0.0,Online,1082,Q
109348,Mortgage,101800,360,8.12,Home Purchase,0.749,Online,1016,X
109349,Personal Loan,35200,48,13.08,Medical,0.0,Online,998,L
109350,Home Loan,326000,180,3.48,Home Purchase,0.828,Direct Mail,997,B
109351,Home Loan,346400,360,6.85,Home Purchase,0.597,Branch,1041,U
109352,Personal Loan,23900,48,9.54,Debt Consolidation,0.0,Broker,1044,L
109353,Credit Card,7000,0,18.64,Revolving Credit,0.0,Broker,1081,U
109354,Personal Loan,5900,48,11.56,Other,0.0,Branch,1098,P
109355,Credit Card,1800,0,20.65,Revolving Credit,0.0,Broker,1086,K
109356,Credit Card,4400,0,16.21,Revolving Credit,0.0,Online,1015,O
109357,Home Loan,170700,360,7.0,Refinance,0.785,Online,1036,Z
109358,Mortgage,271700,360,4.51,Home Purchase,0.815,Direct Mail,1065,D
109359,Mortgage,51300,360,8.34,Refinance,0.636,Online,1017,P
109360,Credit Card,6500,0,21.04,Revolving Credit,0.0,Online,1001,W
109361,Credit Card,10700,0,16.81,Revolving Credit,0.0,Branch,1085,S
109362,Mortgage,311700,360,5.56,Home Purchase,0.774,Branch,1044,A
109363,Mortgage,196000,180,6.64,Home Purchase,0.863,Broker,1063,F
109364,Personal Loan,14800,36,11.47,Home Improvement,0.0,Broker,1065,H
109365,Mortgage,250500,360,4.27,Home Purchase,0.763,Branch,1013,V
109366,Mortgage,248600,360,4.43,Home Purchase,0.845,Online,997,N
109367,Personal Loan,3500,48,12.5,Medical,0.0,Broker,1067,L
109368,Credit Card,6400,0,18.09,Revolving Credit,0.0,Online,1040,B
109369,Personal Loan,6800,36,11.67,Medical,0.0,Online,1046,O
109370,Personal Loan,12300,36,12.52,Debt Consolidation,0.0,Branch,997,X
109371,Personal Loan,12100,36,11.11,Major Purchase,0.0,Broker,1084,M
109372,Personal Loan,29900,36,10.38,Debt Consolidation,0.0,Broker,999,K
109373,Mortgage,109300,360,7.94,Refinance,0.72,Online,1048,X
109374,Credit Card,18800,0,17.54,Revolving Credit,0.0,Online,1076,I
109375,Personal Loan,7700,36,11.2,Home Improvement,0.0,Broker,997,W
109376,Home Loan,69400,360,7.46,Home Purchase,0.781,Branch,1049,C
109377,Credit Card,4600,0,15.69,Revolving Credit,0.0,Branch,1005,E
109378,Personal Loan,3800,48,11.09,Major Purchase,0.0,Branch,1039,T
109379,Mortgage,224300,180,9.63,Refinance,0.934,Branch,1041,N
109380,Credit Card,13100,0,19.61,Revolving Credit,0.0,Online,1074,E
109381,Personal Loan,17700,48,11.1,Home Improvement,0.0,Online,1004,Y
109382,Personal Loan,23700,36,11.29,Home Improvement,0.0,Branch,998,L
109383,Personal Loan,15700,48,13.39,Major Purchase,0.0,Branch,1082,H
109384,Credit Card,7400,0,16.45,Revolving Credit,0.0,Broker,1045,B
109385,Credit Card,1900,0,19.75,Revolving Credit,0.0,Broker,1005,E
109386,Personal Loan,14800,60,10.9,Other,0.0,Online,1052,M
109387,Mortgage,279300,180,6.12,Refinance,0.652,Online,1086,P
109388,Mortgage,558300,180,5.03,Home Purchase,0.66,Online,1044,L
109389,Home Loan,375700,360,4.63,Refinance,0.815,Branch,1056,H
109390,Personal Loan,1100,48,11.43,Major Purchase,0.0,Broker,1081,R
109391,Personal Loan,11800,60,8.9,Major Purchase,0.0,Broker,1082,H
109392,Personal Loan,18400,36,11.1,Medical,0.0,Broker,1014,B
109393,Mortgage,230300,360,5.17,Refinance,0.753,Branch,1045,X
109394,Personal Loan,3900,60,12.08,Home Improvement,0.0,Broker,1092,J
109395,Credit Card,9300,0,19.41,Revolving Credit,0.0,Broker,1049,V
109396,Credit Card,10400,0,16.55,Revolving Credit,0.0,Online,1049,F
109397,Credit Card,13300,0,17.06,Revolving Credit,0.0,Branch,1092,C
109398,Personal Loan,4500,36,9.8,Debt Consolidation,0.0,Online,1017,P
109399,Mortgage,342200,180,7.18,Home Purchase,0.749,Online,1002,R
109400,Mortgage,228100,360,7.38,Home Purchase,0.737,Branch,1044,R
109401,Mortgage,154100,360,5.38,Home Purchase,0.923,Broker,1088,R
109402,Personal Loan,10400,48,13.93,Other,0.0,Online,1064,P
109403,Credit Card,10100,0,18.57,Revolving Credit,0.0,Online,1054,C
109404,Personal Loan,19100,36,9.17,Major Purchase,0.0,Online,996,T
109405,Home Loan,296400,180,3.84,Home Purchase,0.691,Branch,1095,Z
109406,Credit Card,12500,0,16.92,Revolving Credit,0.0,Branch,1064,N
109407,Credit Card,7800,0,17.31,Revolving Credit,0.0,Online,1095,S
109408,Mortgage,284400,360,6.25,Home Purchase,0.773,Online,1045,V
109409,Home Loan,372800,360,5.58,Home Purchase,0.922,Branch,1080,G
109410,Mortgage,88100,360,6.62,Home Purchase,0.772,Online,1089,U
109411,Personal Loan,15500,36,11.45,Major Purchase,0.0,Branch,1057,N
109412,Credit Card,3000,0,19.27,Revolving Credit,0.0,Branch,1009,Q
109413,Home Loan,144000,360,5.28,Home Purchase,0.732,Online,1012,N
109414,Home Loan,278200,360,5.98,Home Purchase,0.652,Direct Mail,1095,O
109415,Home Loan,398900,360,8.83,Home Purchase,0.832,Broker,997,P
109416,Credit Card,3500,0,16.33,Revolving Credit,0.0,Branch,1079,A
109417,Credit Card,8300,0,19.52,Revolving Credit,0.0,Branch,1042,K
109418,Personal Loan,16300,24,10.03,Home Improvement,0.0,Online,1082,N
109419,Personal Loan,18900,48,10.37,Debt Consolidation,0.0,Branch,1001,D
109420,Mortgage,340100,360,6.34,Refinance,0.884,Online,1043,Z
109421,Credit Card,1400,0,19.0,Revolving Credit,0.0,Branch,1004,E
109422,Personal Loan,8300,36,11.53,Debt Consolidation,0.0,Online,1065,Z
109423,Personal Loan,21900,24,11.68,Major Purchase,0.0,Direct Mail,1086,O
109424,Personal Loan,7700,60,10.57,Home Improvement,0.0,Broker,1059,M
109425,Home Loan,82900,180,6.13,Home Purchase,0.803,Online,1001,A
109426,Personal Loan,24700,24,11.47,Debt Consolidation,0.0,Branch,1078,I
109427,Credit Card,5800,0,16.49,Revolving Credit,0.0,Online,1056,F
109428,Credit Card,9100,0,19.64,Revolving Credit,0.0,Branch,1050,O
109429,Personal Loan,15100,48,11.63,Debt Consolidation,0.0,Online,1075,J
109430,Personal Loan,17800,24,8.87,Major Purchase,0.0,Online,1002,C
109431,Home Loan,176700,360,6.41,Refinance,0.627,Online,1003,R
109432,Personal Loan,16600,48,13.54,Medical,0.0,Branch,1042,V
109433,Personal Loan,22000,60,11.42,Home Improvement,0.0,Broker,996,W
109434,Mortgage,113900,360,7.09,Home Purchase,0.644,Online,1044,A
109435,Credit Card,2000,0,14.76,Revolving Credit,0.0,Branch,1049,O
109436,Personal Loan,13500,24,12.4,Home Improvement,0.0,Broker,1004,U
109437,Personal Loan,12200,24,7.13,Major Purchase,0.0,Branch,1049,J
109438,Mortgage,108500,360,7.66,Refinance,0.707,Online,1041,H
109439,Mortgage,142000,360,8.55,Home Purchase,0.803,Online,1096,H
109440,Credit Card,4900,0,17.23,Revolving Credit,0.0,Online,1081,R
109441,Credit Card,7000,0,19.25,Revolving Credit,0.0,Broker,1045,W
109442,Personal Loan,12900,36,10.9,Other,0.0,Broker,1051,O
109443,Credit Card,8800,0,17.78,Revolving Credit,0.0,Branch,1038,E
109444,Home Loan,256000,360,6.73,Home Purchase,0.947,Branch,1095,F
109445,Personal Loan,35500,36,14.45,Debt Consolidation,0.0,Online,1080,E
109446,Credit Card,7900,0,15.95,Revolving Credit,0.0,Online,1054,F
109447,Personal Loan,12600,48,12.34,Other,0.0,Branch,1077,P
109448,Mortgage,479700,360,6.8,Home Purchase,0.777,Branch,1079,K
109449,Credit Card,2600,0,18.07,Revolving Credit,0.0,Direct Mail,1040,H
109450,Credit Card,16500,0,17.99,Revolving Credit,0.0,Online,1046,D
109451,Personal Loan,23500,48,10.73,Debt Consolidation,0.0,Broker,1003,P
109452,Home Loan,170000,360,5.02,Refinance,0.789,Online,1038,E
109453,Personal Loan,25600,48,11.85,Home Improvement,0.0,Branch,1005,C
109454,Personal Loan,19200,36,11.29,Other,0.0,Online,1087,F
109455,Mortgage,106000,360,4.98,Home Purchase,0.693,Broker,1044,H
109456,Mortgage,140300,360,6.82,Refinance,0.629,Online,1090,Q
109457,Credit Card,7900,0,17.86,Revolving Credit,0.0,Online,1094,T
109458,Personal Loan,33600,36,11.61,Debt Consolidation,0.0,Online,1009,U
109459,Home Loan,119500,180,5.44,Refinance,0.573,Branch,1080,S
109460,Personal Loan,14200,24,11.92,Debt Consolidation,0.0,Online,1059,D
109461,Credit Card,7300,0,15.61,Revolving Credit,0.0,Online,1049,W
109462,Personal Loan,20200,48,10.66,Other,0.0,Broker,1004,S
109463,Personal Loan,19500,48,11.93,Medical,0.0,Online,1094,T
109464,Home Loan,56200,360,5.5,Home Purchase,0.872,Direct Mail,1043,U
109465,Mortgage,125100,180,5.92,Home Purchase,0.8,Broker,1046,A
109466,Personal Loan,14800,48,12.85,Debt Consolidation,0.0,Online,999,M
109467,Personal Loan,12000,36,12.1,Major Purchase,0.0,Online,1053,H
109468,Mortgage,431900,360,7.66,Refinance,0.524,Online,1085,O
109469,Personal Loan,15900,60,11.71,Major Purchase,0.0,Online,1084,Q
109470,Home Loan,543300,360,6.76,Home Purchase,0.855,Broker,1068,W
109471,Personal Loan,19900,48,10.69,Debt Consolidation,0.0,Online,1089,M
109472,Credit Card,4800,0,15.09,Revolving Credit,0.0,Online,1090,D
109473,Mortgage,306300,360,6.94,Home Purchase,0.719,Online,1086,S
109474,Credit Card,14200,0,17.09,Revolving Credit,0.0,Online,1054,V
109475,Personal Loan,11700,48,8.99,Major Purchase,0.0,Broker,1000,P
109476,Personal Loan,7500,60,9.89,Debt Consolidation,0.0,Branch,1080,N
109477,Personal Loan,14500,36,14.64,Debt Consolidation,0.0,Online,1050,S
109478,Personal Loan,14900,36,10.98,Medical,0.0,Online,1010,R
109479,Mortgage,141600,360,6.93,Home Purchase,0.966,Broker,1098,B
109480,Personal Loan,27000,48,12.4,Major Purchase,0.0,Online,996,R
109481,Credit Card,9000,0,16.65,Revolving Credit,0.0,Online,1054,W
109482,Home Loan,243300,360,7.48,Home Purchase,0.683,Online,1044,A
109483,Personal Loan,20400,48,12.28,Major Purchase,0.0,Branch,1010,O
109484,Personal Loan,4800,36,11.09,Debt Consolidation,0.0,Online,1047,K
109485,Mortgage,64600,360,6.04,Home Purchase,0.798,Direct Mail,1093,E
109486,Credit Card,4300,0,19.26,Revolving Credit,0.0,Branch,998,X
109487,Mortgage,176200,360,8.75,Home Purchase,0.698,Online,1099,K
109488,Credit Card,7000,0,20.52,Revolving Credit,0.0,Online,1073,F
109489,Personal Loan,13200,60,11.59,Major Purchase,0.0,Broker,1057,V
109490,Credit Card,17000,0,18.61,Revolving Credit,0.0,Online,998,Q
109491,Personal Loan,9000,48,10.27,Other,0.0,Online,1080,D
109492,Credit Card,5700,0,16.87,Revolving Credit,0.0,Online,1075,Y
109493,Home Loan,353600,360,7.06,Home Purchase,0.643,Online,1071,L
109494,Credit Card,7100,0,15.73,Revolving Credit,0.0,Branch,998,J
109495,Personal Loan,27200,60,10.98,Major Purchase,0.0,Online,1058,S
109496,Personal Loan,14400,36,11.8,Home Improvement,0.0,Online,999,E
109497,Mortgage,104600,180,4.86,Home Purchase,0.657,Online,1079,Q
109498,Credit Card,11400,0,18.19,Revolving Credit,0.0,Broker,1047,Y
109499,Personal Loan,22400,60,8.57,Major Purchase,0.0,Online,998,N
109500,Credit Card,4200,0,15.33,Revolving Credit,0.0,Direct Mail,1081,G
109501,Mortgage,249400,180,4.02,Home Purchase,0.761,Online,1091,J
109502,Personal Loan,6000,48,11.88,Major Purchase,0.0,Online,1042,Z
109503,Personal Loan,3100,24,12.18,Medical,0.0,Online,1054,E
109504,Mortgage,593900,360,6.2,Home Purchase,0.746,Online,1091,I
109505,Credit Card,10800,0,17.39,Revolving Credit,0.0,Online,1054,Y
109506,Mortgage,292600,360,6.0,Home Purchase,0.632,Online,1090,Y
109507,Mortgage,330100,360,4.74,Home Purchase,0.861,Branch,1013,L
109508,Mortgage,434800,360,7.17,Refinance,0.7,Branch,1050,F
109509,Personal Loan,20400,24,10.58,Debt Consolidation,0.0,Online,1054,Z
109510,Home Loan,91900,360,8.49,Home Purchase,0.914,Broker,1062,Y
109511,Mortgage,233000,360,8.06,Refinance,0.827,Broker,1042,S
109512,Mortgage,379600,360,4.95,Refinance,0.877,Broker,1075,E
